rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
47,doi:10.5121/csit.2025.150904,Large Language Models in Clinical Advice: Direct Generation and Retrieval Augmented Generation vs Expert Advice,2025,Advanced Natural Language Processing 2025,https://doi.org/10.5121/csit.2025.150904,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
48,doi:10.1016/j.oceaneng.2025.123628,Large language model-augmented model predictive control for marine vessels in uncertain marine environments,2026,Ocean Engineering,https://doi.org/10.1016/j.oceaneng.2025.123628,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
49,doi:10.14569/ijacsa.2025.01602134,Investigating Retrieval-Augmented Generation in Quranic Studies: A Study of 13 Open-Source Large Language Models,2025,arXiv,http://arxiv.org/abs/2503.16581v1,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.32473/flairs.39.1.141759,BDI Agent-Based Access Control Reasoning for Multimodal Retrieval-Augmented Generation,2026,The International FLAIRS Conference Proceedings,https://doi.org/10.32473/flairs.39.1.141759,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.22214/ijraset.2026.83401,DOC GPT: A Retrieval-Augmented Generation Based Intelligent Document Chatbot Using Local Large Language Models,2026,International Journal for Research in Applied Science and Engineering Technology,https://doi.org/10.22214/ijraset.2026.83401,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.65286/icic.v21i4.33190,Latent Query Alignment for Enhanced Domain-specific Retrieval-Augmented Generation,2025,"Poster Volume Ⅳ The 2025 Twenty-First International Conference on Intelligent Computing July 26-29, 2025 Ningbo, China",https://doi.org/10.65286/icic.v21i4.33190,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.2139/ssrn.6461838,Complexity-Aware In-Context Retrieval for Reliable Large Language Model Execution in Tabular Data Analytics,,,https://doi.org/10.2139/ssrn.6461838,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
54,doi:10.1609/aaai.v38i20.30232,Interpretable Long-Form Legal Question Answering with Retrieval-Augmented Large Language Models,2024,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v38i20.30232,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
55,doi:10.1109/access.2025.3614553,Context-Aware Retrieval Augmented Generation Using Similarity Validation to Handle Context Inconsistencies in Large Language Models,2025,IEEE Access,https://doi.org/10.1109/access.2025.3614553,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
56,doi:10.1371/journal.pdig.0000877,Retrieval augmented generation for large language models in healthcare: A systematic review,2025,PLOS Digital Health,https://doi.org/10.1371/journal.pdig.0000877,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.14778/3696435.3696439,Chameleon: A Heterogeneous and Disaggregated Accelerator System for Retrieval-Augmented Language Models,2024,Proceedings of the VLDB Endowment,https://doi.org/10.14778/3696435.3696439,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.47611/jsrhs.v12i4.6213,A Retrieval-Augmented Generation Based Large Language Model Benchmarked On a Novel Dataset,2023,Journal of Student Research,https://doi.org/10.47611/jsrhs.v12i4.6213,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.3390/electronics14112164,Venous Thrombosis Risk Assessment Based on Retrieval-Augmented Large Language Models and Self-Validation,2025,Electronics,https://doi.org/10.3390/electronics14112164,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.54254/2753-8818/2026.33701,"Large Language Models in Mental Health: An Investigation of Prompt-Based Approaches, Fine-Tuning and Domain Adaptation, and Graph Retrieval-Augmented Generation",2026,Theoretical and Natural Science,https://doi.org/10.54254/2753-8818/2026.33701,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.2139/ssrn.6192180,DuaL-TCU: A Dual Learning Text–Image Collaborative Understanding Mechanism for Multimodal Retrieval-Augmented Generation,,,https://doi.org/10.2139/ssrn.6192180,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
62,doi:10.1016/j.aei.2026.104381,Advancing quality control in off-site construction with large language models enhanced by hybrid retrieval-augmented generation,2026,Advanced Engineering Informatics,https://doi.org/10.1016/j.aei.2026.104381,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
63,doi:10.18653/v1/2025.findings-acl.588,All That Glitters is Not Gold: Improving Robust Retrieval-Augmented Language Models with Fact-Centric Preference Alignment,2025,Findings of the Association for Computational Linguistics: ACL 2025,https://doi.org/10.18653/v1/2025.findings-acl.588,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.52202/083083-0023,"Enhancing Operations at the Columbus Control-Center: A Hybrid Approach Utilizing Large Language Models, Knowledge Graphs, and Retrieval-Augmented Generation",2025,IAF Human Spaceflight Symposium,https://doi.org/10.52202/083083-0023,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
65,arxiv:2502.14420v2,ChatVLA: Unified Multimodal Understanding and Robot Control with Vision-Language-Action Model,2025,arXiv,http://arxiv.org/abs/2502.14420v2,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.4258/hir.2024.30.4.355,Mapping Drug Terms via Integration of a Retrieval-Augmented Generation Algorithm with a Large Language Model,2024,Healthcare Informatics Research,https://doi.org/10.4258/hir.2024.30.4.355,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
67,doi:10.1093/bioinformatics/btae238,Improving medical reasoning through retrieval and self-reflection with retrieval-augmented large language models,2024,Bioinformatics,https://doi.org/10.1093/bioinformatics/btae238,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1109/iccc62609.2024.10942024,A Research on Gas Safety Knowledge Graph and Retrieval-Augmented Generation Mechanism Based on Large Language Model,2024,2024 10th International Conference on Computer and Communications (ICCC),https://doi.org/10.1109/iccc62609.2024.10942024,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
69,doi:10.1609/aaai.v39i24.34813,One Token Can Help! Learning Scalable and Pluggable Virtual Tokens for Retrieval-Augmented Large Language Models,2025,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v39i24.34813,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1007/s44443-025-00311-z,LLM-augmented multi-agent cooperative framework for medical case retrieval in cardiology,2025,Journal of King Saud University Computer and Information Sciences,https://doi.org/10.1007/s44443-025-00311-z,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.2196/preprints.75052,Predicting 30-Day Postoperative Mortality and American Society of Anesthesiologists Physical Status Using Retrieval-Augmented Large Language Models: Development and Validation Study (Preprint),,,https://doi.org/10.2196/preprints.75052,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.3390/s26113541,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,https://doi.org/10.3390/s26113541,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.66967/jaics.2026.v2i103,Multimodal AI: PaLM-E’s Role in Vision–Language–Robotics & the Future of Efficient Fine-Tuning,2026,Journal of Artificial Intelligence & Control Systems,https://doi.org/10.66967/jaics.2026.v2i103,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.1109/ismar67309.2025.00150,An Embodied AR Navigation Agent: Integrating BIM with Retrieval-Augmented Generation for Language Guidance,2025,2025 IEEE International Symposium on Mixed and Augmented Reality (ISMAR),https://doi.org/10.1109/ismar67309.2025.00150,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
75,doi:10.1109/isiber68248.2026.11470056,Enhanced NGINX Log Analysis Using Retrieval-Augmented Generation and Re-Ranking Mechanism with Large Language Model,2026,2026 International Seminar on Intelligent Business and Edge-Computing Research (ISIBER),https://doi.org/10.1109/isiber68248.2026.11470056,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
76,doi:10.3390/engproc2026128018,"Optimizing Document Interaction Using Large Language Models by Integrating Retrieval-Augmented Generation, Facebook AI Similarity Search, and Human-like Performance Metrics",2026,IEEE ICCBE 2025,https://doi.org/10.3390/engproc2026128018,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
77,doi:10.1016/j.jobe.2026.115683,Co-LLM: A retrieval-augmented language model framework for chiller optimization control,2026,Journal of Building Engineering,https://doi.org/10.1016/j.jobe.2026.115683,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.52783/jisem.v10i39s.7455,"SReLLM, Strategic Retrieval Enhanced Large Language Model for Fake News Detector",2025,Journal of Information Systems Engineering and Management,https://doi.org/10.52783/jisem.v10i39s.7455,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
79,doi:10.3390/buildings16091722,Large Language Model-Based Method for HVAC System Control Code Automatic Generation,2026,Buildings,https://doi.org/10.3390/buildings16091722,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
80,arxiv:2511.09516v1,MAP-VLA: Memory-Augmented Prompting for Vision-Language-Action Model in Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2511.09516v1,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
81,arxiv:2409.18313v5,Embodied-RAG: General Non-parametric Embodied Memory for Retrieval and Generation,2024,arXiv,http://arxiv.org/abs/2409.18313v5,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.3390/electronics15051058,RewriteGen: Autonomous Query Optimization for Retrieval-Augmented Large Language Models via Reinforcement Learning,2026,Electronics,https://doi.org/10.3390/electronics15051058,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.3390/info16090744,Feasibility Evaluation of Secure Offline Large Language Models with Retrieval-Augmented Generation for CPU-Only Inference,2025,Information,https://doi.org/10.3390/info16090744,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
84,doi:10.3390/computers14100412,"DietQA: A Comprehensive Framework for Personalized Multi-Diet Recipe Retrieval Using Knowledge Graphs, Retrieval-Augmented Generation, and Large Language Models",2025,Computers,https://doi.org/10.3390/computers14100412,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.1101/2024.05.13.24307312,Empowering PET Imaging Reporting with Retrieval-Augmented Large Language Models and Reading Reports Database: A Pilot Single Center Study,,,https://doi.org/10.1101/2024.05.13.24307312,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.22260/isarc2016/0126,Technical Term Similarity Model for Natural Language Based Data Retrieval in Civil Infrastructure Projects,2016,Proceedings of the International Symposium on Automation and Robotics in Construction (IAARC) Proceedings of the 33rd International Symposium on Automation and Robotics in Construction (ISARC),https://doi.org/10.22260/isarc2016/0126,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.1038/s41524-024-01423-2,Opportunities for retrieval and tool augmented large language models in scientific facilities,2024,npj Computational Materials,https://doi.org/10.1038/s41524-024-01423-2,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.1093/jamia/ocaf128,MMRAG: multi-mode retrieval-augmented generation with large language models for biomedical in-context learning,2025,Journal of the American Medical Informatics Association,https://doi.org/10.1093/jamia/ocaf128,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
89,doi:10.1038/s41746-024-01091-y,Optimization of hepatological clinical guidelines interpretation by large language models: a retrieval augmented generation-based framework,2024,npj Digital Medicine,https://doi.org/10.1038/s41746-024-01091-y,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
90,doi:10.3390/machines13020094,A Conceptual Framework for a Latest Information-Maintaining Method Using Retrieval-Augmented Generation and a Large Language Model in Smart Manufacturing: Theoretical Approach and Performance Analysis,2025,Machines,https://doi.org/10.3390/machines13020094,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
91,doi:10.1109/icra57147.2024.10611448,Lifelong Robot Library Learning: Bootstrapping Composable and Generalizable Skills for Embodied Control with Language Models,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10611448,Addresses retrieval-augmented robot policies or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied retrieval augmented control keeps action-critical alternatives explicit until a physical observation collapses them.
