method,split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,budget,profile,accepted_under_budget,risk_breach,realized_risk
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cable_route_around_hook,5,96,0.3071600000,0.5158333333,0.5741206582,0.6043954000,0.1221451360,0.5945776002,0.0618631595,0.3058541333,0.1119185343,0.0627130822,0.6787309238,0.0800000000,latency_safe_deployment,0,0,0.1058354085
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cable_route_around_hook,6,96,0.3071600000,0.5262500000,0.5842113262,0.6053544000,0.1228251360,0.5955058002,0.0621252595,0.3061073000,0.1124684267,0.0631409622,0.6793108438,0.0800000000,latency_safe_deployment,0,0,0.1063423085
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cable_route_around_hook,7,96,0.3071600000,0.5158333333,0.5731444942,0.6063134000,0.1235051360,0.5964340002,0.0627623595,0.3066521333,0.1130183191,0.0635688422,0.6798907638,0.0800000000,latency_safe_deployment,0,0,0.1072242085
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cable_route_around_hook,8,96,0.3071600000,0.4220833333,0.4794886822,0.6072724000,0.1241851360,0.5973622002,0.0648994595,0.3023606333,0.1135682115,0.0639967222,0.6804706838,0.0800000000,latency_safe_deployment,0,0,0.1096061085
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cable_route_around_hook,9,96,0.3071600000,0.5262500000,0.5847881001,0.6082314000,0.1248651360,0.5982904002,0.0634740595,0.3013013000,0.1141181039,0.0644246022,0.6810506038,0.0800000000,latency_safe_deployment,0,0,0.1084255085
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,0,96,0.3647600000,0.5470833333,0.5939642613,0.5983404000,0.1266120960,0.5882200566,0.0686563467,0.3079846333,0.1202219833,0.0672731535,0.6783905062,0.0800000000,damage_sensitive_deployment,0,0,0.1142367013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,1,96,0.3647600000,0.5158333333,0.5637663080,0.5993274000,0.1273120960,0.5891755566,0.0696818467,0.3028301333,0.1207882843,0.0677133535,0.6789874662,0.0800000000,damage_sensitive_deployment,0,0,0.1155142013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,2,96,0.3647600000,0.6095833333,0.6584723347,0.6003144000,0.1280120960,0.5901310566,0.0684573467,0.3019286333,0.1213545853,0.0681535535,0.6795844262,0.0800000000,damage_sensitive_deployment,0,0,0.1145417013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,3,96,0.3647600000,0.5054166667,0.5521821115,0.6013014000,0.1287120960,0.5910865566,0.0707953467,0.3037979667,0.1219208863,0.0685937535,0.6721773862,0.0800000000,damage_sensitive_deployment,0,0,0.1171317013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,4,96,0.3647600000,0.4637500000,0.5114454282,0.6022884000,0.1294120960,0.5920420566,0.0720083467,0.3047923000,0.1144831873,0.0690339535,0.6727743462,0.0800000000,damage_sensitive_deployment,0,0,0.1185967013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,5,96,0.3647600000,0.4637500000,0.5109427050,0.6032754000,0.1301120960,0.5929975566,0.0724713467,0.3052033000,0.1150494883,0.0634711535,0.6733713062,0.0800000000,damage_sensitive_deployment,0,0,0.1193117013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,6,96,0.3647600000,0.5158333333,0.5633337317,0.6042624000,0.1308120960,0.5939530566,0.0719968467,0.3048851333,0.1156157893,0.0639113535,0.6739682662,0.0800000000,damage_sensitive_deployment,0,0,0.1190892013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,7,96,0.3647600000,0.4741666667,0.5205160084,0.6052494000,0.1315120960,0.5949085566,0.0732098467,0.3058794667,0.1161820903,0.0643515535,0.6745652262,0.0800000000,damage_sensitive_deployment,0,0,0.1205542013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,8,96,0.3647600000,0.4533333333,0.4988557852,0.6062364000,0.1322120960,0.5958640566,0.0740478467,0.3065821333,0.1167483913,0.0647917535,0.6751621862,0.0800000000,damage_sensitive_deployment,0,0,0.1216442013
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cable_route_around_hook,9,96,0.3647600000,0.5366666667,0.5829830619,0.6072234000,0.1329120960,0.5968195566,0.0730108467,0.3058264667,0.1173146923,0.0652319535,0.6757591462,0.0800000000,damage_sensitive_deployment,0,0,0.1208592013
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,0,96,0.3058400000,0.5262500000,0.5816747119,0.6064556000,0.1246596640,0.5941702318,0.0647976765,0.3033107000,0.1158482207,0.0621567946,0.6809408682,0.0800000000,latency_safe_deployment,0,0,0.1096751555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,1,96,0.3058400000,0.5575000000,0.6129302005,0.6074006000,0.1253296640,0.5950847818,0.0646780765,0.3032662000,0.1163899088,0.0625785146,0.6815122682,0.0800000000,latency_safe_deployment,0,0,0.1097967555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,2,96,0.3058400000,0.4950000000,0.5510579791,0.6083456000,0.1259996640,0.5959993318,0.0662459765,0.3045342000,0.1089275969,0.0630002346,0.6820836682,0.0800000000,latency_safe_deployment,0,0,0.1116058555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,3,96,0.3058400000,0.4950000000,0.5505772176,0.6092906000,0.1266696640,0.5969138818,0.0666888765,0.3049272000,0.1094692850,0.0634219546,0.6826550682,0.0800000000,latency_safe_deployment,0,0,0.1122899555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,4,96,0.3058400000,0.5575000000,0.6100016535,0.6102356000,0.1273396640,0.5838214318,0.0660067765,0.3044452000,0.1102630991,0.0638436746,0.6832264682,0.0800000000,latency_safe_deployment,0,0,0.1118490555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,5,96,0.3058400000,0.4950000000,0.5460483921,0.6111806000,0.1280096640,0.5847359818,0.0675746765,0.3057132000,0.1108047872,0.0642653946,0.6837978682,0.0800000000,latency_safe_deployment,0,0,0.1136581555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,6,96,0.3058400000,0.4950000000,0.5455676307,0.6121256000,0.1286796640,0.5856505318,0.0680175765,0.3061062000,0.1113464753,0.0646871146,0.6843692682,0.0800000000,latency_safe_deployment,0,0,0.1143422555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,7,96,0.3058400000,0.4845833333,0.5345081193,0.6130706000,0.1293496640,0.5865650818,0.0686479765,0.3066450333,0.1118881634,0.0651088346,0.6849406682,0.0800000000,latency_safe_deployment,0,0,0.1152138555
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,8,96,0.3058400000,0.5575000000,0.6148481289,0.6000086000,0.1200146640,0.5878298068,0.0610750265,0.3060172000,0.1119733234,0.0653704746,0.6849918082,0.0800000000,latency_safe_deployment,0,0,0.1042803055
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,cloth_slide_over_edge,9,96,0.3058400000,0.5158333333,0.5740933875,0.6009536000,0.1206846640,0.5887443568,0.0622679265,0.3009905333,0.1125150115,0.0657921946,0.6855632082,0.0800000000,latency_safe_deployment,0,0,0.1057144055
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,0,96,0.3634400000,0.5262500000,0.5727608966,0.5988116000,0.1279666240,0.5862292882,0.0713461637,0.3051377000,0.1151559709,0.0660473060,0.6796149306,0.0800000000,damage_sensitive_deployment,0,0,0.1174141483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,1,96,0.3634400000,0.4533333333,0.4982142440,0.5997846000,0.1286566240,0.5871711382,0.0731149637,0.3065635333,0.1157140676,0.0664813460,0.6721993706,0.0800000000,damage_sensitive_deployment,0,0,0.1194313483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,2,96,0.3634400000,0.4950000000,0.5400338413,0.6007576000,0.1293466240,0.5881129882,0.0728212637,0.3063852000,0.1162721643,0.0669153860,0.6727878106,0.0800000000,damage_sensitive_deployment,0,0,0.1193860483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,3,96,0.3634400000,0.6304166667,0.6770621887,0.6017306000,0.1300366240,0.5890548382,0.0708400637,0.3048943667,0.1168302610,0.0673494260,0.6733762506,0.0800000000,damage_sensitive_deployment,0,0,0.1176532483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,4,96,0.3634400000,0.4741666667,0.5214873360,0.6027036000,0.1307266240,0.5899966882,0.0681058637,0.3074868667,0.1173883577,0.0677834660,0.6739646906,0.0800000000,damage_sensitive_deployment,0,0,0.1151674483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,5,96,0.3634400000,0.5991666667,0.6479369334,0.6036766000,0.1314166240,0.5909385382,0.0663121637,0.3061418667,0.1179464544,0.0682175060,0.6745531306,0.0800000000,damage_sensitive_deployment,0,0,0.1136221483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,6,96,0.3634400000,0.5054166667,0.5522327807,0.6046496000,0.1321066240,0.5918803882,0.0684559637,0.3078593667,0.1185045511,0.0686515460,0.6751415706,0.0800000000,damage_sensitive_deployment,0,0,0.1160143483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,7,96,0.3634400000,0.4950000000,0.5411586281,0.6056226000,0.1327966240,0.5928222382,0.0690997637,0.3084102000,0.1190626478,0.0690855860,0.6757300106,0.0800000000,damage_sensitive_deployment,0,0,0.1169065483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,8,96,0.3634400000,0.4950000000,0.5406632255,0.6065956000,0.1334866240,0.5937640882,0.0695560637,0.3088152000,0.1196207445,0.0635166260,0.6763184506,0.0800000000,damage_sensitive_deployment,0,0,0.1176112483
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,cloth_slide_over_edge,9,96,0.3634400000,0.5262500000,0.5703777901,0.6075686000,0.1341766240,0.5806989382,0.0694498637,0.3027797000,0.1204309672,0.0639506660,0.6769068906,0.0800000000,damage_sensitive_deployment,0,0,0.1177534483
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,0,96,0.3029800000,0.5470833333,0.5959318001,0.6067042000,0.1216878080,0.5544609667,0.0650576466,0.3020452333,0.1092918540,0.0655012849,0.6791610675,0.0800000000,latency_safe_deployment,0,0,0.1088652574
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,1,96,0.3029800000,0.5887500000,0.6377477372,0.6076842000,0.1223828080,0.5554096417,0.0647672966,0.3018699000,0.1098540528,0.0659384049,0.6797537675,0.0800000000,latency_safe_deployment,0,0,0.1088251074
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,2,96,0.3029800000,0.5991666667,0.6478274242,0.6086642000,0.1230778080,0.5563583167,0.0650394466,0.3021320667,0.1104162517,0.0663755249,0.6803464675,0.0800000000,latency_safe_deployment,0,0,0.1093474574
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,3,96,0.3029800000,0.6200000000,0.6684858613,0.6096442000,0.1237728080,0.5573069917,0.0651240966,0.3022484000,0.1109784505,0.0668126449,0.6809391675,0.0800000000,latency_safe_deployment,0,0,0.1096823074
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,4,96,0.3029800000,0.5783333333,0.6256717983,0.6106242000,0.1244678080,0.5582556667,0.0663337466,0.3032397333,0.1115406494,0.0612467649,0.6815318675,0.0800000000,latency_safe_deployment,0,0,0.1111421574
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,5,96,0.3029800000,0.5158333333,0.5617002354,0.6116042000,0.1251628080,0.5592043417,0.0679183966,0.3045227333,0.1121028482,0.0616838849,0.6821245675,0.0800000000,latency_safe_deployment,0,0,0.1129770074
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,6,96,0.3029800000,0.5158333333,0.5648029724,0.6125842000,0.1258578080,0.5601530167,0.0623750466,0.3049307333,0.1126650471,0.0621210049,0.6827172675,0.0800000000,latency_safe_deployment,0,0,0.1076838574
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,7,96,0.3029800000,0.5679166667,0.6171976595,0.6135642000,0.1265528080,0.5611016917,0.0618971966,0.3046095667,0.1132272459,0.0625581249,0.6833099675,0.0800000000,latency_safe_deployment,0,0,0.1074562074
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,8,96,0.3029800000,0.5575000000,0.6005915637,0.6005372000,0.1272478080,0.5480433667,0.0625443466,0.3051634000,0.1140415708,0.0629952449,0.6827821075,0.0800000000,latency_safe_deployment,0,0,0.1083535574
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,twist_lid_with_force_limit,9,96,0.3029800000,0.5783333333,0.6212500008,0.6015172000,0.1279428080,0.5489920417,0.0626289966,0.3052797333,0.1146037696,0.0634323649,0.6833748075,0.0800000000,latency_safe_deployment,0,0,0.1086884074
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,0,96,0.3605800000,0.5470833333,0.5874150300,0.6012092000,0.1265297680,0.5486152981,0.0666315838,0.3047932333,0.1178629642,0.0643343563,0.6791429499,0.0800000000,damage_sensitive_deployment,0,0,0.1121823002
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,1,96,0.3605800000,0.5991666667,0.6397950758,0.6022172000,0.1272447680,0.5495912731,0.0661671338,0.3044840667,0.1184415716,0.0647837963,0.6797526899,0.0800000000,damage_sensitive_deployment,0,0,0.1119752502
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,2,96,0.3605800000,0.5366666667,0.5758088716,0.6032252000,0.1279597680,0.5505672481,0.0677651838,0.3057790667,0.1190201791,0.0652332363,0.6723584299,0.0800000000,damage_sensitive_deployment,0,0,0.1138307002
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,3,96,0.3605800000,0.5470833333,0.5858739174,0.6042332000,0.1286747680,0.5515432231,0.0680507338,0.3060532333,0.1195987865,0.0656826763,0.6729681699,0.0800000000,damage_sensitive_deployment,0,0,0.1143736502
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,4,96,0.3605800000,0.5575000000,0.5959389632,0.6052412000,0.1293897680,0.5525191981,0.0683362838,0.3063274000,0.1201773940,0.0661321163,0.6735779099,0.0800000000,damage_sensitive_deployment,0,0,0.1149166002
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,5,96,0.3605800000,0.5366666667,0.5742677590,0.6062492000,0.1301047680,0.5534951731,0.0691843338,0.3070390667,0.1207560014,0.0665815563,0.6741876499,0.0800000000,damage_sensitive_deployment,0,0,0.1160220502
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,6,96,0.3605800000,0.5991666667,0.6372265549,0.6072572000,0.1308197680,0.5544711481,0.0685323838,0.3065840667,0.1213346089,0.0670309963,0.6747973899,0.0800000000,damage_sensitive_deployment,0,0,0.1156275002
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,7,96,0.3605800000,0.5262500000,0.5626616007,0.6082652000,0.1315347680,0.5554471231,0.0703179338,0.3080249000,0.1219132163,0.0674804363,0.6754071299,0.0800000000,damage_sensitive_deployment,0,0,0.1176704502
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,8,96,0.3605800000,0.6095833333,0.6489389765,0.5952662000,0.1322497680,0.5564230981,0.0692909838,0.3012752333,0.1144878238,0.0679298763,0.6748963099,0.0800000000,damage_sensitive_deployment,0,0,0.1169009002
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,twist_lid_with_force_limit,9,96,0.3605800000,0.6200000000,0.6590040223,0.5962742000,0.1329647680,0.5573990731,0.0695765338,0.3015494000,0.1150664312,0.0683793163,0.6755060499,0.0800000000,damage_sensitive_deployment,0,0,0.1174438502
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,0,96,0.3047400000,0.5158333333,0.5680744815,0.6053386000,0.1232501040,0.5723797664,0.0634615073,0.3016925333,0.1141780189,0.0621996417,0.6799620818,0.0800000000,latency_safe_deployment,0,0,0.1078315447
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,1,96,0.3047400000,0.5991666667,0.6522200598,0.6062906000,0.1239251040,0.5733011414,0.0624077573,0.3009218667,0.1147238091,0.0626244417,0.6805377418,0.0800000000,latency_safe_deployment,0,0,0.1070207947
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,2,96,0.3047400000,0.4950000000,0.5459481381,0.6072426000,0.1246001040,0.5742225164,0.0647290073,0.3027762000,0.1152695994,0.0630492417,0.6811134018,0.0800000000,latency_safe_deployment,0,0,0.1095850447
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,3,96,0.3047400000,0.4533333333,0.5031487164,0.6081946000,0.1252751040,0.5751438914,0.0659252573,0.3037555333,0.1158153896,0.0634740417,0.6816890618,0.0800000000,latency_safe_deployment,0,0,0.1110242947
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,4,96,0.3047400000,0.5575000000,0.6084517947,0.6091466000,0.1259501040,0.5760652664,0.0644965073,0.3026932000,0.1163611799,0.0638988417,0.6822647218,0.0800000000,latency_safe_deployment,0,0,0.1098385447
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,5,96,0.3047400000,0.5262500000,0.5783121629,0.6100986000,0.1266251040,0.5769866414,0.0655052573,0.3035267000,0.1089029701,0.0643236417,0.6828403818,0.0800000000,latency_safe_deployment,0,0,0.1110902947
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,6,96,0.3047400000,0.5054166667,0.5531029385,0.6110506000,0.1273001040,0.5639010164,0.0663265073,0.3042143667,0.1097008864,0.0647484417,0.6834160418,0.0800000000,latency_safe_deployment,0,0,0.1121545447
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,7,96,0.3047400000,0.5262500000,0.5737760167,0.6120026000,0.1279751040,0.5648223914,0.0663977573,0.3043187000,0.1102466766,0.0651732417,0.6839917018,0.0800000000,latency_safe_deployment,0,0,0.1124687947
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,8,96,0.3047400000,0.6095833333,0.6579215950,0.6129546000,0.1286501040,0.5657437664,0.0653440073,0.3035480333,0.1107924669,0.0655980417,0.6845673618,0.0800000000,latency_safe_deployment,0,0,0.1116580447
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,snap_fit_latch_release,9,96,0.3047400000,0.5783333333,0.6257009233,0.6139066000,0.1293251040,0.5666651414,0.0663527573,0.3043815333,0.1113382571,0.0660228417,0.6851430218,0.0800000000,latency_safe_deployment,0,0,0.1129097947
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,0,96,0.3623400000,0.5158333333,0.5576672602,0.6005506000,0.1285970640,0.5672234228,0.0713767945,0.3047435333,0.1151594463,0.0673467930,0.6723702242,0.0800000000,damage_sensitive_deployment,0,0,0.1176717375
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,1,96,0.3623400000,0.5991666667,0.6417981972,0.6015306000,0.1292920640,0.5681720978,0.0703364445,0.3039848667,0.1157216451,0.0677839130,0.6729629242,0.0800000000,damage_sensitive_deployment,0,0,0.1168815875
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,2,96,0.3623400000,0.5366666667,0.5778266343,0.6025106000,0.1299870640,0.5691207728,0.0719210945,0.3052678667,0.1162838440,0.0682210330,0.6735556242,0.0800000000,damage_sensitive_deployment,0,0,0.1187164375
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,3,96,0.3623400000,0.5679166667,0.6090638213,0.6034906000,0.1306820640,0.5700694478,0.0718182445,0.3052383667,0.1168460428,0.0686581530,0.6741483242,0.0800000000,damage_sensitive_deployment,0,0,0.1188637875
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,4,96,0.3623400000,0.5054166667,0.5450922584,0.6044706000,0.1313770640,0.5710181228,0.0734028945,0.3065213667,0.1174082417,0.0690952730,0.6747410242,0.0800000000,damage_sensitive_deployment,0,0,0.1206986375
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,5,96,0.3623400000,0.5679166667,0.6116674954,0.6054506000,0.1320720640,0.5719667978,0.0667345445,0.3060543667,0.1179704405,0.0635293930,0.6753337242,0.0800000000,damage_sensitive_deployment,0,0,0.1142804875
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,6,96,0.3623400000,0.4637500000,0.5053809325,0.6064306000,0.1327670640,0.5729154728,0.0690691945,0.3079207000,0.1185326394,0.0639665130,0.6759264242,0.0800000000,damage_sensitive_deployment,0,0,0.1168653375
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,7,96,0.3623400000,0.6095833333,0.6529843695,0.6074106000,0.1334620640,0.5738641478,0.0669038445,0.3062870333,0.1190948382,0.0644036330,0.6765191242,0.0800000000,damage_sensitive_deployment,0,0,0.1149501875
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,8,96,0.3623400000,0.5679166667,0.6046420238,0.5943836000,0.1341570640,0.5608058228,0.0681134945,0.3072783667,0.1199091631,0.0648407530,0.6759912642,0.0800000000,damage_sensitive_deployment,0,0,0.1164100375
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,snap_fit_latch_release,9,96,0.3623400000,0.4845833333,0.5195129609,0.5953636000,0.1348520640,0.5617544978,0.0700731445,0.3088530333,0.1204713619,0.0652778730,0.6765839642,0.0800000000,damage_sensitive_deployment,0,0,0.1186198875
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,0,96,0.3078200000,0.5575000000,0.6127055931,0.6023958000,0.1206178720,0.5864127345,0.0658812510,0.3040666000,0.1105521750,0.0620644060,0.6853525917,0.0800000000,latency_safe_deployment,0,0,0.1093036850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,1,96,0.3078200000,0.4741666667,0.5275875111,0.6033548000,0.1212978720,0.5873409345,0.0678308510,0.3056322667,0.1111020674,0.0624922860,0.6859325117,0.0800000000,latency_safe_deployment,0,0,0.1114980850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,2,96,0.3078200000,0.5679166667,0.6223081790,0.6043138000,0.1219778720,0.5882691345,0.0665929510,0.3047187667,0.1116519598,0.0629201660,0.6785084317,0.0800000000,latency_safe_deployment,0,0,0.1105049850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,3,96,0.3078200000,0.4533333333,0.5090556470,0.6052728000,0.1226578720,0.5891973345,0.0631020510,0.3067219333,0.1122018522,0.0633480460,0.6790883517,0.0800000000,latency_safe_deployment,0,0,0.1072588850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,4,96,0.3078200000,0.5575000000,0.6143550650,0.6062318000,0.1233378720,0.5901255345,0.0616766510,0.3056626000,0.1127517446,0.0637759260,0.6796682717,0.0800000000,latency_safe_deployment,0,0,0.1060782850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,5,96,0.3078200000,0.4741666667,0.5292369830,0.6071908000,0.1240178720,0.5910537345,0.0636262510,0.3072282667,0.1133016370,0.0642038060,0.6802481917,0.0800000000,latency_safe_deployment,0,0,0.1082726850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,6,96,0.3078200000,0.4741666667,0.5307899209,0.6081498000,0.1246978720,0.5919819345,0.0640758510,0.3016242667,0.1138515294,0.0646316860,0.6808281117,0.0800000000,latency_safe_deployment,0,0,0.1089670850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,7,96,0.3078200000,0.5470833333,0.6043530889,0.6091088000,0.1253778720,0.5929101345,0.0632129510,0.3010024333,0.1144014218,0.0650595660,0.6814080317,0.0800000000,latency_safe_deployment,0,0,0.1083489850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,8,96,0.3078200000,0.5158333333,0.5721287569,0.6100678000,0.1260578720,0.5938383345,0.0642250510,0.3018389333,0.1149513142,0.0654874460,0.6819879517,0.0800000000,latency_safe_deployment,0,0,0.1096058850
model_predictive_retrieval_arbitration,heldout_mechanism,latency_safe_deployment,granular_scoop_boundary,9,96,0.3078200000,0.5575000000,0.6139556749,0.6110268000,0.1267378720,0.5947665345,0.0639246510,0.3016546000,0.1155012066,0.0659153260,0.6825678717,0.0800000000,latency_safe_deployment,0,0,0.1095502850
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,granular_scoop_boundary,0,96,0.3654200000,0.5366666667,0.5843971703,0.6021718000,0.1292248320,0.5857062909,0.0703527382,0.3033622667,0.1142082042,0.0692197173,0.6725342541,0.0800000000,damage_sensitive_deployment,0,0,0.1168736778
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,granular_scoop_boundary,1,96,0.3654200000,0.4533333333,0.4992644470,0.6031588000,0.1299248320,0.5866617909,0.0723157382,0.3049399333,0.1147745052,0.0636569173,0.6731312141,0.0800000000,damage_sensitive_deployment,0,0,0.1190886778
model_predictive_retrieval_arbitration,heldout_mechanism,damage_sensitive_deployment,granular_scoop_boundary,2,96,0.3654200000,0.5158333333,0.5622342238,0.6041458000,0.1306248320,0.5876172909,0.0716537382,0.3044759333,0.1153408062,0.0640971173,0.6737281741,0.0800000000,damage_sensitive_deployment,0,0,0.1186786778
