method,split,regime,task,seed,episodes,success_rate,mechanism_precision,incompatible_retrieval_rate,damage_rate,recovery_success,query_cost,calibration_error
language_episode_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,5,84,0.547619,0.424595,0.351921,0.116814,0.348765,0.174724,0.134698
language_episode_retrieval,heldout_mechanism,source_matched,twist_lid_with_force_limit,6,84,0.678571,0.425451,0.352557,0.114658,0.349693,0.173303,0.135121
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,0,84,0.595238,0.415932,0.368419,0.119083,0.370500,0.180013,0.141233
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,1,84,0.619048,0.416804,0.369067,0.119079,0.371446,0.172095,0.141665
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,2,84,0.500000,0.417676,0.369715,0.121933,0.372392,0.174182,0.142096
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,3,84,0.511905,0.418548,0.370363,0.122167,0.373338,0.174435,0.142528
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,4,84,0.500000,0.419420,0.371011,0.122878,0.374284,0.175022,0.142960
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,5,84,0.523810,0.404284,0.371659,0.122874,0.375230,0.175109,0.135387
language_episode_retrieval,heldout_mechanism,friction_mismatch,drawer_pull_with_stiction,6,84,0.571429,0.405156,0.372307,0.122394,0.376176,0.174862,0.135819
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,0,84,0.476190,0.420164,0.371496,0.124426,0.350612,0.176568,0.136170
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,1,84,0.476190,0.405028,0.372144,0.124899,0.351558,0.176988,0.136602
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,2,84,0.523810,0.405900,0.372792,0.124419,0.352504,0.176741,0.137033
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,3,84,0.523810,0.406772,0.373440,0.124892,0.353451,0.177161,0.137465
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,4,84,0.523810,0.407644,0.374088,0.125364,0.354397,0.177581,0.137897
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,5,84,0.523810,0.408516,0.374736,0.125837,0.355343,0.178001,0.138328
language_episode_retrieval,heldout_mechanism,friction_mismatch,peg_insert_contact_search,6,84,0.583333,0.409388,0.375384,0.125119,0.356289,0.177588,0.138760
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,0,84,0.428571,0.418187,0.372580,0.127172,0.385332,0.179981,0.138957
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,1,84,0.511905,0.419043,0.373216,0.125969,0.386261,0.179226,0.139380
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,2,84,0.476190,0.419899,0.373852,0.127147,0.387190,0.180138,0.139804
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,3,84,0.619048,0.404747,0.374488,0.124754,0.388118,0.178550,0.140227
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,4,84,0.476190,0.405603,0.375124,0.128074,0.389047,0.180962,0.140651
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,5,84,0.416667,0.406459,0.375760,0.129729,0.389975,0.182207,0.141074
language_episode_retrieval,heldout_mechanism,friction_mismatch,cable_route_around_hook,6,84,0.452381,0.407315,0.376396,0.129478,0.390904,0.182119,0.141498
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,0,84,0.488095,0.416703,0.372510,0.127928,0.380696,0.173960,0.141767
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,1,84,0.523810,0.417543,0.373134,0.127669,0.381607,0.173864,0.142182
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,2,84,0.547619,0.418383,0.373758,0.119643,0.382518,0.173934,0.142597
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,3,84,0.464286,0.419223,0.374382,0.121765,0.383429,0.175505,0.143012
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,4,84,0.511905,0.420063,0.375006,0.121267,0.384340,0.175242,0.135424
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,5,84,0.523810,0.404895,0.375630,0.121484,0.385251,0.175480,0.135839
language_episode_retrieval,heldout_mechanism,friction_mismatch,cloth_slide_over_edge,6,84,0.476190,0.405735,0.376254,0.122891,0.386162,0.176550,0.136254
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,0,84,0.511905,0.406558,0.372740,0.123385,0.347041,0.175135,0.135265
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,1,84,0.619048,0.407438,0.373394,0.121720,0.347996,0.174059,0.135700
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,2,84,0.535714,0.408318,0.374048,0.123863,0.348951,0.175650,0.136136
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,3,84,0.535714,0.409198,0.374702,0.124340,0.349906,0.176074,0.136572
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,4,84,0.523810,0.410078,0.375356,0.125056,0.350860,0.176665,0.137008
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,5,84,0.500000,0.410958,0.376010,0.126009,0.351815,0.177422,0.137443
language_episode_retrieval,heldout_mechanism,friction_mismatch,twist_lid_with_force_limit,6,84,0.559524,0.411838,0.376664,0.125295,0.352770,0.177013,0.137879
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,0,84,0.523810,0.412583,0.385940,0.125821,0.380872,0.180488,0.141149
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,1,84,0.535714,0.413495,0.386618,0.126078,0.363853,0.180761,0.141601
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,2,84,0.511905,0.414407,0.375290,0.126149,0.365323,0.181534,0.141837
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,3,84,0.523810,0.415319,0.375968,0.126405,0.366313,0.181808,0.142289
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,4,84,0.404762,0.416231,0.376646,0.129281,0.367302,0.175910,0.142741
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,5,84,0.500000,0.401135,0.377324,0.127871,0.368292,0.175017,0.143193
language_episode_retrieval,heldout_mechanism,support_topology_shift,drawer_pull_with_stiction,6,84,0.595238,0.402047,0.378002,0.126461,0.369282,0.174124,0.143646
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,0,84,0.583333,0.414576,0.375331,0.125447,0.341003,0.173423,0.142723
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,1,84,0.440476,0.415488,0.376009,0.128799,0.341993,0.175863,0.143175
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,2,84,0.547619,0.416400,0.376687,0.127151,0.342983,0.174803,0.143628
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,3,84,0.523810,0.401304,0.377365,0.128122,0.343973,0.175576,0.144080
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,4,84,0.523810,0.402216,0.378043,0.128617,0.344962,0.176016,0.136528
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,5,84,0.571429,0.403128,0.378721,0.128159,0.345952,0.175790,0.136980
language_episode_retrieval,heldout_mechanism,support_topology_shift,peg_insert_contact_search,6,84,0.523810,0.404040,0.379399,0.129607,0.346942,0.176896,0.137432
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,0,84,0.416667,0.404158,0.382091,0.126780,0.384010,0.182286,0.141392
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,1,84,0.547619,0.405054,0.382757,0.124646,0.384982,0.180885,0.141836
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,2,84,0.535714,0.405950,0.383423,0.125370,0.385955,0.181484,0.142280
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,3,84,0.476190,0.406846,0.384089,0.127047,0.386927,0.182749,0.142724
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,4,84,0.523810,0.407742,0.384755,0.126580,0.387899,0.174510,0.143168
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,5,84,0.452381,0.408638,0.385421,0.128495,0.388872,0.175942,0.143612
language_episode_retrieval,heldout_mechanism,support_topology_shift,cable_route_around_hook,6,84,0.428571,0.409534,0.386087,0.129457,0.389844,0.176708,0.144056
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,0,84,0.452381,0.409562,0.387187,0.131843,0.368907,0.180043,0.139735
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,1,84,0.357143,0.410442,0.375835,0.133325,0.370342,0.181800,0.139955
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,2,84,0.464286,0.411322,0.376489,0.131659,0.371297,0.180724,0.140390
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,3,84,0.488095,0.412202,0.377143,0.131660,0.372252,0.180815,0.140826
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,4,84,0.511905,0.413082,0.377797,0.131661,0.373206,0.180906,0.141262
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,5,84,0.535714,0.413962,0.378451,0.123658,0.374161,0.180996,0.141698
language_episode_retrieval,heldout_mechanism,support_topology_shift,cloth_slide_over_edge,6,84,0.380952,0.414842,0.379105,0.127230,0.375116,0.183587,0.142133
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,0,84,0.547619,0.406489,0.380715,0.128905,0.343476,0.175751,0.136648
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,1,84,0.595238,0.407409,0.381399,0.128452,0.344475,0.175528,0.137104
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,2,84,0.464286,0.408329,0.382083,0.131571,0.345473,0.177805,0.137561
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,3,84,0.500000,0.409249,0.382767,0.131356,0.346472,0.177749,0.138017
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,4,84,0.428571,0.410169,0.383451,0.133283,0.347471,0.179193,0.138473
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,5,84,0.583333,0.411089,0.384135,0.130687,0.348469,0.177471,0.138930
language_episode_retrieval,heldout_mechanism,support_topology_shift,twist_lid_with_force_limit,6,84,0.547619,0.412009,0.384819,0.123897,0.349468,0.178415,0.139386
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,0,84,0.559524,0.407201,0.390654,0.124573,0.363715,0.182197,0.143505
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,1,84,0.452381,0.408065,0.379290,0.126283,0.365133,0.176109,0.143717
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,2,84,0.321429,0.408929,0.379932,0.129370,0.366070,0.178359,0.144144
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,3,84,0.523810,0.409793,0.380574,0.125791,0.367007,0.175941,0.144572
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,4,84,0.488095,0.410657,0.381216,0.126973,0.367945,0.176857,0.144999
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,5,84,0.571429,0.411521,0.381858,0.125775,0.368882,0.176107,0.137423
language_episode_retrieval,heldout_mechanism,compliance_shift,drawer_pull_with_stiction,6,84,0.511905,0.412385,0.382500,0.127433,0.369819,0.177356,0.137851
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,0,84,0.488095,0.411881,0.382060,0.128313,0.344799,0.178310,0.138456
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,1,84,0.535714,0.412745,0.382702,0.127828,0.345736,0.178059,0.138884
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,2,84,0.357143,0.413609,0.383344,0.131868,0.346673,0.180975,0.139311
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,3,84,0.488095,0.414473,0.383986,0.129717,0.347611,0.179558,0.139739
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,4,84,0.476190,0.415337,0.384628,0.130423,0.348548,0.180141,0.140167
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,5,84,0.464286,0.400193,0.385270,0.131130,0.349485,0.180723,0.140594
language_episode_retrieval,heldout_mechanism,compliance_shift,peg_insert_contact_search,6,84,0.476190,0.401057,0.385912,0.131360,0.350423,0.180973,0.141022
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,0,84,0.464286,0.411591,0.384411,0.131521,0.381367,0.182233,0.142110
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,1,84,0.428571,0.412439,0.385041,0.132695,0.382287,0.183141,0.142529
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,2,84,0.464286,0.413287,0.385671,0.132440,0.383207,0.183049,0.142948
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,3,84,0.440476,0.414135,0.386301,0.133375,0.384127,0.183791,0.143368
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,4,84,0.416667,0.414983,0.386931,0.134310,0.385046,0.176528,0.143787
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,5,84,0.488095,0.399823,0.387561,0.125337,0.385966,0.175936,0.144206
language_episode_retrieval,heldout_mechanism,compliance_shift,cable_route_around_hook,6,84,0.428571,0.400671,0.388191,0.126987,0.386886,0.177177,0.144626
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,0,84,0.369048,0.411932,0.385709,0.128383,0.378728,0.179291,0.137852
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,1,84,0.440476,0.412764,0.386327,0.127405,0.379630,0.178691,0.138263
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,2,84,0.642857,0.413596,0.386945,0.123808,0.380533,0.176258,0.138675
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,3,84,0.476190,0.414428,0.387563,0.127591,0.381435,0.178991,0.139086
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,4,84,0.452381,0.415260,0.388181,0.128518,0.382337,0.179725,0.139497
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,5,84,0.488095,0.400084,0.388799,0.128254,0.383239,0.179625,0.139908
language_episode_retrieval,heldout_mechanism,compliance_shift,cloth_slide_over_edge,6,84,0.452381,0.400916,0.389417,0.129419,0.384142,0.180525,0.140319
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,0,84,0.500000,0.413179,0.382477,0.127134,0.340019,0.176659,0.144988
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,1,84,0.500000,0.414051,0.383125,0.127606,0.340965,0.177079,0.137415
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,2,84,0.523810,0.414923,0.383773,0.127603,0.341911,0.177166,0.137847
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,3,84,0.392857,0.399787,0.384421,0.130694,0.342857,0.179419,0.138279
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,4,84,0.547619,0.400659,0.385069,0.128072,0.343803,0.177672,0.138710
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,5,84,0.464286,0.401531,0.385717,0.130211,0.344749,0.179259,0.139142
language_episode_retrieval,heldout_mechanism,compliance_shift,twist_lid_with_force_limit,6,84,0.440476,0.402403,0.386365,0.131160,0.345695,0.180012,0.139574
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,0,84,0.511905,0.397015,0.389022,0.133543,0.366885,0.178134,0.138840
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,1,84,0.488095,0.397927,0.389700,0.134514,0.367875,0.178908,0.139292
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,2,84,0.571429,0.398839,0.390378,0.133342,0.368865,0.178181,0.139744
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,3,84,0.488095,0.399751,0.391056,0.135503,0.369855,0.179788,0.140197
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,4,84,0.523810,0.400663,0.391734,0.135284,0.370845,0.179728,0.140649
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,5,84,0.500000,0.401575,0.392412,0.136255,0.371835,0.180501,0.141101
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,drawer_pull_with_stiction,6,84,0.535714,0.402487,0.393090,0.128031,0.372825,0.180441,0.141553
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,0,84,0.535714,0.399008,0.390419,0.134783,0.344545,0.179574,0.140631
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,1,84,0.523810,0.399920,0.391097,0.135516,0.345535,0.180180,0.141083
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,2,84,0.416667,0.400832,0.391775,0.138154,0.346525,0.182120,0.141535
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,3,84,0.452381,0.401744,0.392453,0.129930,0.347515,0.182060,0.141987
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,4,84,0.428571,0.402656,0.393131,0.130901,0.348505,0.182834,0.142440
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,5,84,0.440476,0.403568,0.393809,0.131158,0.349495,0.183107,0.142892
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,peg_insert_contact_search,6,84,0.452381,0.404480,0.394487,0.131415,0.350485,0.183380,0.143344
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,0,84,0.404762,0.404598,0.397179,0.135401,0.387553,0.179933,0.139300
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,1,84,0.488095,0.405494,0.397845,0.134220,0.370516,0.179198,0.139744
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,2,84,0.571429,0.406390,0.398511,0.133040,0.371488,0.178464,0.140188
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,3,84,0.428571,0.407286,0.387171,0.135482,0.372941,0.180896,0.140415
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,4,84,0.428571,0.408182,0.387837,0.135968,0.373913,0.181328,0.140859
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,5,84,0.404762,0.409078,0.388503,0.136930,0.374886,0.182093,0.141303
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cable_route_around_hook,6,84,0.511905,0.409974,0.389169,0.135274,0.375858,0.181025,0.141747
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,0,84,0.511905,0.410002,0.390269,0.130132,0.372930,0.176690,0.145430
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,1,84,0.440476,0.410882,0.390923,0.132038,0.373884,0.178114,0.145866
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,2,84,0.369048,0.411762,0.391577,0.133943,0.374839,0.179538,0.146302
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,3,84,0.476190,0.396634,0.392231,0.132278,0.375794,0.178462,0.138734
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,4,84,0.273810,0.397514,0.392885,0.136802,0.376749,0.181719,0.139170
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,5,84,0.452381,0.398394,0.393539,0.133708,0.377704,0.179643,0.139605
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,cloth_slide_over_edge,6,84,0.559524,0.399274,0.394193,0.132042,0.378659,0.178567,0.140041
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,0,84,0.535714,0.406929,0.395803,0.129523,0.347018,0.181401,0.142560
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,1,84,0.511905,0.407849,0.396487,0.130498,0.348017,0.182179,0.143016
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,2,84,0.416667,0.408769,0.397171,0.132902,0.331007,0.183956,0.143472
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,3,84,0.476190,0.409689,0.397855,0.132211,0.332005,0.183567,0.143929
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,4,84,0.428571,0.410609,0.386533,0.132763,0.333484,0.184677,0.144169
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,5,84,0.452381,0.411529,0.387217,0.132786,0.334483,0.176784,0.144625
language_episode_retrieval,heldout_mechanism,occluded_contact_shift,twist_lid_with_force_limit,6,84,0.535714,0.396441,0.387901,0.131618,0.335482,0.176061,0.145081
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,0,84,0.511905,0.396285,0.398192,0.133006,0.370443,0.178185,0.147153
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,1,84,0.464286,0.397165,0.398846,0.134436,0.371397,0.179275,0.139585
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,2,84,0.464286,0.398045,0.399500,0.134913,0.372352,0.179699,0.140021
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,3,84,0.476190,0.398925,0.400154,0.135152,0.373307,0.179957,0.140456
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,4,84,0.404762,0.399805,0.400808,0.137057,0.374262,0.181381,0.140892
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,5,84,0.523810,0.400685,0.401462,0.135153,0.375217,0.180138,0.141328
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,drawer_pull_with_stiction,6,84,0.488095,0.401565,0.402116,0.136345,0.376172,0.181062,0.141764
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,0,84,0.428571,0.400070,0.400933,0.137387,0.350065,0.182020,0.141860
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,1,84,0.392857,0.400950,0.401587,0.138578,0.351020,0.182944,0.142296
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,2,84,0.428571,0.401830,0.402241,0.138341,0.351974,0.182868,0.142732
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,3,84,0.511905,0.402710,0.402895,0.137151,0.334920,0.182125,0.143167
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,4,84,0.440476,0.403590,0.391543,0.138156,0.336355,0.183549,0.143387
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,5,84,0.488095,0.404470,0.392197,0.137681,0.337310,0.183307,0.143823
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,peg_insert_contact_search,6,84,0.392857,0.405350,0.392851,0.132059,0.338265,0.185064,0.144259
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,0,84,0.440476,0.396404,0.400751,0.138003,0.382937,0.183755,0.143780
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,1,84,0.404762,0.397268,0.401393,0.139185,0.383874,0.184671,0.144207
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,2,84,0.547619,0.398132,0.402035,0.136796,0.384811,0.183087,0.144635
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,3,84,0.464286,0.398996,0.402677,0.138931,0.385749,0.184670,0.145063
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,4,84,0.392857,0.399860,0.403319,0.132824,0.368677,0.186086,0.145490
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,5,84,0.404762,0.400724,0.403961,0.133054,0.369614,0.178331,0.145918
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cable_route_around_hook,6,84,0.416667,0.401588,0.392597,0.132383,0.371032,0.178581,0.146129
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,0,84,0.440476,0.409105,0.399313,0.138935,0.376303,0.185660,0.145653
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,1,84,0.404762,0.409953,0.399943,0.140108,0.377223,0.178564,0.146073
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,2,84,0.357143,0.394793,0.400573,0.133516,0.378142,0.179639,0.146492
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,3,84,0.500000,0.395641,0.401203,0.131118,0.379062,0.178047,0.146911
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,4,84,0.404762,0.396489,0.401833,0.133482,0.379982,0.179788,0.147331
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,5,84,0.452381,0.397337,0.402463,0.132989,0.380902,0.179529,0.139746
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,cloth_slide_over_edge,6,84,0.357143,0.398185,0.403093,0.135353,0.363813,0.181271,0.140165
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,0,84,0.500000,0.403576,0.403005,0.136245,0.329693,0.180640,0.141521
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,1,84,0.404762,0.404464,0.403665,0.138632,0.330657,0.182401,0.141961
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,2,84,0.488095,0.405352,0.392319,0.136546,0.332101,0.181662,0.142185
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,3,84,0.416667,0.406240,0.392979,0.138456,0.333064,0.183090,0.142625
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,4,84,0.452381,0.407128,0.393639,0.138223,0.334028,0.183018,0.143065
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,5,84,0.464286,0.408016,0.394299,0.138467,0.334992,0.183280,0.143505
language_episode_retrieval,heldout_mechanism,actuator_lag_shift,twist_lid_with_force_limit,6,84,0.464286,0.408904,0.394959,0.130944,0.335955,0.183708,0.143944
