stress_level,method,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
0.2000000000,learned_expected_utility_retrieval,4,0.6686197917,0.0106886720,0.6714738987,0.0113494795,0.5967978150,0.0013814688,0.1310517665,0.0014164095,0.5692994312,0.0028816267,0.0650206549,0.0011465399,0.2808908654,0.0005657437,0.1135917797,0.0010783449,0.0655885293,0.0005058118,0.6681935192,0.0013155382,80,96
0.2000000000,learned_expected_utility_retrieval,5,0.6671875000,0.0128506802,0.6705225138,0.0138145794,0.5973485400,0.0014428720,0.1305647040,0.0015239942,0.5695100284,0.0028515997,0.0647141043,0.0012433074,0.2809848675,0.0006184412,0.1136686712,0.0011561564,0.0654475738,0.0005319493,0.6684774510,0.0013970548,80,96
0.2000000000,learned_expected_utility_retrieval,6,0.6718750000,0.0133594997,0.6754144511,0.0140098764,0.5975490900,0.0014651219,0.1302027040,0.0014920138,0.5698913359,0.0029548020,0.0646813393,0.0012132655,0.2809931925,0.0005953347,0.1140482676,0.0011210344,0.0653836568,0.0005618046,0.6684257150,0.0014019888,80,96
0.2000000000,learned_expected_utility_retrieval,7,0.6782552083,0.0111649238,0.6819711090,0.0117042876,0.5977496400,0.0014436753,0.1302158915,0.0014758690,0.5700844243,0.0029389227,0.0646443687,0.0012143126,0.2810528571,0.0006054844,0.1136477355,0.0011080508,0.0653257428,0.0005411780,0.6685515677,0.0014100701,80,96
0.2000000000,learned_expected_utility_retrieval,8,0.6734375000,0.0105082396,0.6771854185,0.0111163397,0.5981252775,0.0014746321,0.1302290790,0.0015428957,0.5697522502,0.0029160014,0.0643587355,0.0011849794,0.2811192175,0.0005724492,0.1139570081,0.0011444946,0.0651177538,0.0005764724,0.6679910775,0.0013581642,80,96
0.2000000000,learned_expected_utility_retrieval,9,0.6789062500,0.0120774342,0.6825099834,0.0126275761,0.5978005650,0.0013605596,0.1306174540,0.0015257066,0.5697571196,0.0029629078,0.0644394718,0.0012012942,0.2807414175,0.0005467996,0.1139769473,0.0012034925,0.0649157678,0.0005493349,0.6678522980,0.0013371773,80,96
0.2000000000,model_predictive_retrieval_arbitration,0,0.6796875000,0.0115282616,0.6969735050,0.0120347128,0.6089610025,0.0013574764,0.1228411711,0.0014720017,0.5813817395,0.0029278478,0.0620783570,0.0011435049,0.2727632925,0.0005483074,0.1078804214,0.0011754303,0.0629855972,0.0005712230,0.6844131099,0.0013305090,80,96
0.2000000000,model_predictive_retrieval_arbitration,1,0.6792968750,0.0119120256,0.6965745948,0.0124984121,0.6091895525,0.0013077051,0.1228743586,0.0014962115,0.5810768654,0.0030617979,0.0621016239,0.0011438551,0.2726295988,0.0005717759,0.1078059026,0.0012096825,0.0633151907,0.0005885288,0.6846560527,0.0013345822,80,96
0.2000000000,model_predictive_retrieval_arbitration,2,0.6897135417,0.0091066966,0.7071046680,0.0095483101,0.6094181025,0.0012966102,0.1231576711,0.0014398626,0.5812884995,0.0029524834,0.0619478682,0.0011240001,0.2723446029,0.0005783127,0.1079334422,0.0011855060,0.0634236737,0.0005783247,0.6844837879,0.0012970289,80,96
0.2000000000,model_predictive_retrieval_arbitration,3,0.6795572917,0.0123392869,0.6970283058,0.0130275787,0.6098217400,0.0013211618,0.1228156711,0.0014757403,0.5816971070,0.0029627605,0.0621206532,0.0012065411,0.2724977029,0.0005985992,0.1082293973,0.0011937692,0.0632220017,0.0005932081,0.6843630489,0.0012803183,80,96
0.2000000000,model_predictive_retrieval_arbitration,4,0.6833333333,0.0119502037,0.7007262438,0.0125489701,0.6100502900,0.0013662308,0.1230989836,0.0014534540,0.5815585661,0.0029730545,0.0620864289,0.0012542862,0.2724557508,0.0005119423,0.1081631401,0.0011763665,0.0633304847,0.0005964547,0.6844909342,0.0013067848,80,96
0.2000000000,model_predictive_retrieval_arbitration,5,0.6792968750,0.0109302975,0.6965051500,0.0115706002,0.6101037525,0.0013883003,0.1230071086,0.0014527717,0.5809078942,0.0029528128,0.0619414539,0.0012783238,0.2728233238,0.0005013768,0.1082893178,0.0011017866,0.0632828897,0.0006317826,0.6845272737,0.0013842820,80,96
0.2000000000,model_predictive_retrieval_arbitration,6,0.6873697917,0.0114593653,0.7047747178,0.0122033323,0.6098070400,0.0014480199,0.1230402961,0.0014466252,0.5811282826,0.0028986338,0.0616623020,0.0012297209,0.2727212154,0.0004687125,0.1083053942,0.0011228843,0.0633873707,0.0006356810,0.6845280954,0.0012870176,80,96
0.2000000000,model_predictive_retrieval_arbitration,7,0.6787760417,0.0102948266,0.6956912193,0.0108889977,0.6093352400,0.0014801275,0.1231985461,0.0014186978,0.5806439439,0.0027947267,0.0619170170,0.0012016386,0.2730025154,0.0005071986,0.1082397336,0.0010479909,0.0628935527,0.0005431344,0.6845074064,0.0013246213,80,96
0.2000000000,model_predictive_retrieval_arbitration,8,0.6796875000,0.0126050537,0.6968406339,0.0135918930,0.6092136150,0.0014588869,0.1228565461,0.0013787249,0.5807023764,0.0027020411,0.0618155457,0.0012751676,0.2729256300,0.0005406154,0.1082418418,0.0010975730,0.0629920307,0.0005303327,0.6845447464,0.0013194785,80,96
0.2000000000,model_predictive_retrieval_arbitration,9,0.6717447917,0.0117968550,0.6887383891,0.0120987757,0.6094421650,0.0014528110,0.1228897336,0.0013567831,0.5810978523,0.0028671660,0.0621998626,0.0011969841,0.2730477404,0.0005553941,0.1082547667,0.0010186463,0.0629464367,0.0005213328,0.6846876392,0.0013331638,80,96
0.2000000000,oracle_mechanism_retrieval,0,0.7977864583,0.0101804728,0.9541059796,0.0092170118,0.7499795025,0.0013519368,0.0459624701,0.0011289858,0.6886787440,0.0029959548,0.0336925667,0.0011566090,0.1778512696,0.0004743911,0.0624514338,0.0011399142,0.0356766755,0.0006005523,0.8902824120,0.0011995666,80,96
0.2000000000,oracle_mechanism_retrieval,1,0.8105468750,0.0099338892,0.9637175103,0.0082344065,0.7504742275,0.0014207531,0.0456855326,0.0010143130,0.6891761619,0.0029809145,0.0335714810,0.0011645722,0.1776475363,0.0005030977,0.0625006181,0.0011095655,0.0356651570,0.0005990784,0.8905172562,0.0011763068,80,96
0.2000000000,oracle_mechanism_retrieval,2,0.8016927083,0.0093479375,0.9570403354,0.0083990117,0.7506187775,0.0015226907,0.0456587201,0.0010245037,0.6889644753,0.0029289097,0.0337819292,0.0011856550,0.1778214446,0.0005360530,0.0625738218,0.0011433711,0.0356576405,0.0005404632,0.8904089290,0.0012619220,80,96
0.2000000000,oracle_mechanism_retrieval,3,0.8055989583,0.0108409275,0.9581364437,0.0093168518,0.7504131525,0.0014809130,0.0457569701,0.0010697030,0.6890985865,0.0028767352,0.0335463317,0.0012150344,0.1778917446,0.0005503394,0.0623462791,0.0009772833,0.0357271625,0.0005417866,0.8906652840,0.0013056290,80,96
0.2000000000,oracle_mechanism_retrieval,4,0.8042968750,0.0107845041,0.9580120234,0.0095834722,0.7503826150,0.0014866209,0.0456050951,0.0009717057,0.6885411022,0.0028395510,0.0336871254,0.0011618702,0.1780349613,0.0005444522,0.0625201294,0.0010181171,0.0359427575,0.0005607472,0.8903503535,0.0013866375,80,96
0.2000000000,oracle_mechanism_retrieval,5,0.8009114583,0.0114909776,0.9546128169,0.0096873343,0.7501769900,0.0014402945,0.0458284076,0.0009768926,0.6884957487,0.0028120001,0.0335915323,0.0011447591,0.1780572696,0.0005029467,0.0626015949,0.0010005044,0.0360142805,0.0005587979,0.8902990547,0.0013637252,80,96
0.2000000000,oracle_mechanism_retrieval,6,0.8098958333,0.0110192794,0.9625499447,0.0097364009,0.7503215400,0.0013663557,0.0459266576,0.0010482596,0.6886298600,0.0027885702,0.0332645285,0.0011648590,0.1780564758,0.0005571974,0.0626742021,0.0010378485,0.0358586900,0.0005350264,0.8905834237,0.0013584639,80,96
0.2000000000,oracle_mechanism_retrieval,7,0.8065104167,0.0098517597,0.9597480322,0.0084294881,0.7492404775,0.0014360421,0.0458998451,0.0010997724,0.6891185234,0.0027252738,0.0331514267,0.0011184940,0.1780037467,0.0005213488,0.0628348496,0.0010882259,0.0360762860,0.0005211522,0.8901769475,0.0014056024,80,96
0.2000000000,oracle_mechanism_retrieval,8,0.8084635417,0.0104034872,0.9620626419,0.0091802255,0.7492099400,0.0014284127,0.0454978451,0.0011217341,0.6885697934,0.0027714597,0.0332161179,0.0011107244,0.1779513154,0.0005260855,0.0625970867,0.0011536270,0.0359877290,0.0004988220,0.8903772745,0.0014055541,80,96
0.2000000000,oracle_mechanism_retrieval,9,0.8010416667,0.0092497452,0.9570097490,0.0082443225,0.7484790525,0.0013752690,0.0452209076,0.0011502268,0.6888921237,0.0027511171,0.0332332010,0.0011204748,0.1782552467,0.0005074399,0.0627494726,0.0011709665,0.0361262855,0.0005058449,0.8905140697,0.0013796608,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,0,0.6983072917,0.0115450912,0.7442330635,0.0120214001,0.6222773525,0.0013833013,0.1086143736,0.0013579268,0.5858037274,0.0029120574,0.0561967124,0.0011604807,0.2313307904,0.0005498312,0.1015270197,0.0011236300,0.0617896560,0.0005419145,0.7161885758,0.0014613450,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,1,0.6924479167,0.0110698901,0.7380906575,0.0116225429,0.6220086400,0.0013018988,0.1085424986,0.0014017496,0.5855305306,0.0028628140,0.0564731374,0.0011935468,0.2316608467,0.0005605644,0.1012631029,0.0011438253,0.0617543810,0.0005358099,0.7162139413,0.0013650053,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,2,0.7014322917,0.0100713707,0.7467942638,0.0109957594,0.6219150150,0.0013700314,0.1088458111,0.0013863733,0.5855943771,0.0029240502,0.0565836755,0.0011885241,0.2316330154,0.0005723378,0.1016103027,0.0011491529,0.0616500715,0.0005464212,0.7163308525,0.0013469705,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,3,0.6967447917,0.0100125871,0.7419132943,0.0104167584,0.6211210400,0.0015085902,0.1085238111,0.0013809646,0.5856801096,0.0029475521,0.0568965355,0.0011185214,0.2317215529,0.0005454756,0.1017288695,0.0011904749,0.0617608695,0.0005420337,0.7165293045,0.0013184428,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,4,0.7007812500,0.0108896797,0.7460856247,0.0113101663,0.6212025025,0.0014592599,0.1082018111,0.0014177054,0.5857658421,0.0028934375,0.0569773268,0.0011462029,0.2316879550,0.0005283787,0.1017473863,0.0011504467,0.0619467050,0.0005256225,0.7164976415,0.0013305710,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,5,0.7079427083,0.0116247964,0.7535874968,0.0123247945,0.6211088775,0.0014320278,0.1082549986,0.0015099541,0.5860135306,0.0028865724,0.0566529436,0.0011895892,0.2314605321,0.0005490254,0.1015797714,0.0011992060,0.0622135810,0.0005239211,0.7165295103,0.0013466837,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,6,0.6998697917,0.0122257136,0.7454211417,0.0128858003,0.6208401650,0.0014613774,0.1083081861,0.0014426798,0.5857359565,0.0027334632,0.0567528543,0.0011935481,0.2313713529,0.0005592991,0.1013215612,0.0011934985,0.0621052695,0.0005039303,0.7164473220,0.0013556732,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,7,0.7002604167,0.0093375688,0.7458558782,0.0101547209,0.6217970650,0.0014583475,0.1084864361,0.0014371305,0.5852789177,0.0028803170,0.0566341380,0.0012089384,0.2314638342,0.0005491337,0.1010722091,0.0011745119,0.0622991090,0.0005042350,0.7162555790,0.0012892660,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,8,0.6945312500,0.0121210441,0.7398566966,0.0126986591,0.6215283525,0.0014311618,0.1086646861,0.0014134551,0.5853471415,0.0028651928,0.0569257280,0.0011722542,0.2314919175,0.0005353932,0.1010135023,0.0011825448,0.0620427235,0.0005854820,0.7162659370,0.0012380405,80,96
0.2000000000,proposed_mechanism_retrieval_controller_v4,9,0.6864583333,0.0118225803,0.7316049368,0.0127808992,0.6214347275,0.0014367131,0.1087178736,0.0014417616,0.5854197424,0.0030805422,0.0571006761,0.0012664993,0.2317028883,0.0005652974,0.1009490889,0.0011462427,0.0620094495,0.0005787590,0.7162978058,0.0012341697,80,96
0.2000000000,retrieved_context_behavior_clone,0,0.5992187500,0.0133297212,0.4817853839,0.0145921825,0.4807851650,0.0014658951,0.2632034002,0.0021619936,0.4434995990,0.0029675629,0.1002102505,0.0013123598,0.2199330925,0.0006450633,0.1625894502,0.0012150504,0.1072893679,0.0005866192,0.6805546592,0.0014100946,80,96
0.2000000000,retrieved_context_behavior_clone,1,0.5847656250,0.0127053473,0.4665335885,0.0135693564,0.4800962775,0.0015156179,0.2637068377,0.0021178655,0.4433113537,0.0029105819,0.1008017099,0.0012510208,0.2198281987,0.0006139342,0.1630102433,0.0011907624,0.1071582604,0.0006249012,0.6804718919,0.0013397186,80,96
0.2000000000,retrieved_context_behavior_clone,2,0.6080729167,0.0132473294,0.4906724657,0.0145972278,0.4802828275,0.0014802251,0.2632097752,0.0020993581,0.4433332134,0.0028979178,0.1000431468,0.0012976410,0.2195698467,0.0006265333,0.1628819820,0.0011745784,0.1070861824,0.0005806269,0.6806192397,0.0014248688,80,96
0.2000000000,retrieved_context_behavior_clone,3,0.5966145833,0.0142110231,0.4787348507,0.0155685075,0.4802942900,0.0015465509,0.2634630877,0.0021771632,0.4431537224,0.0029327073,0.1004881536,0.0012977922,0.2196481383,0.0005612642,0.1629912119,0.0011027486,0.1072512229,0.0005218166,0.6807075579,0.0013634653,80,96
0.2000000000,retrieved_context_behavior_clone,4,0.5895833333,0.0126838181,0.4713703810,0.0139519867,0.4801306650,0.0015197816,0.2637164002,0.0022199315,0.4433244065,0.0029387780,0.1007033980,0.0013206229,0.2197394883,0.0005422800,0.1632942387,0.0011131365,0.1073412259,0.0005275355,0.6809819692,0.0014063522,80,96
0.2000000000,retrieved_context_behavior_clone,5,0.5898437500,0.0114067606,0.4721124085,0.0128734206,0.4801421275,0.0015052908,0.2633444002,0.0022571018,0.4438671515,0.0029551625,0.1005185080,0.0012960212,0.2200289050,0.0005530853,0.1626619793,0.0011474207,0.1074212239,0.0005078330,0.6807076062,0.0014179066,80,96
0.2000000000,retrieved_context_behavior_clone,6,0.5895833333,0.0134264749,0.4717961129,0.0143657984,0.4805037650,0.0014377276,0.2629724002,0.0021766078,0.4428341090,0.0027074940,0.1004180305,0.0012857136,0.2200254633,0.0005887899,0.1629585340,0.0011741219,0.1076512969,0.0005248457,0.6809615072,0.0013514572,80,96
0.2000000000,retrieved_context_behavior_clone,7,0.5940104167,0.0129939754,0.4762993069,0.0140899528,0.4806903150,0.0013113800,0.2633507752,0.0021059135,0.4430004159,0.0026579843,0.1002857043,0.0013046766,0.2199563967,0.0005696608,0.1626669674,0.0011922555,0.1076682634,0.0005293969,0.6810563287,0.0013088427,80,96
0.2000000000,retrieved_context_behavior_clone,8,0.5903645833,0.0107421071,0.4724817001,0.0118932363,0.4805266900,0.0012293456,0.2634790252,0.0020606675,0.4435256521,0.0027140843,0.1005062943,0.0012374886,0.2200753883,0.0005386895,0.1628579344,0.0012415102,0.1076061904,0.0005667243,0.6808379937,0.0012734726,80,96
0.2000000000,retrieved_context_behavior_clone,9,0.6050781250,0.0132215078,0.4872100386,0.0141225836,0.4803630650,0.0012452564,0.2636072752,0.0020885074,0.4426501884,0.0028376130,0.1000962655,0.0012312316,0.2198623112,0.0005594171,0.1628740140,0.0012372021,0.1075441174,0.0005677633,0.6805196087,0.0013353597,80,96
0.2000000000,test_time_retrieval_adaptation,0,0.6377604167,0.0110877501,0.6006695728,0.0118383462,0.5613057525,0.0013618817,0.1600525270,0.0016483866,0.5298468546,0.0028295884,0.0724437269,0.0012184754,0.2909586967,0.0005071833,0.1296905103,0.0011626048,0.0750734289,0.0005304551,0.6038354586,0.0012843642,80,96
0.2000000000,test_time_retrieval_adaptation,1,0.6339843750,0.0110446511,0.5967964643,0.0119820974,0.5614783025,0.0013414332,0.1599206520,0.0016231985,0.5296668452,0.0028043816,0.0725674144,0.0012162132,0.2909984738,0.0005050116,0.1298744661,0.0011336529,0.0747760814,0.0005576923,0.6033514751,0.0013209444,80,96
0.2000000000,test_time_retrieval_adaptation,2,0.6292968750,0.0116432214,0.5918128927,0.0126234003,0.5618259400,0.0012785299,0.1601639645,0.0015708797,0.5294737042,0.0028676072,0.0728088088,0.0012481221,0.2913511612,0.0005143861,0.1295752917,0.0011364378,0.0747848869,0.0005494501,0.6030590873,0.0012864833,80,96
0.2000000000,test_time_retrieval_adaptation,3,0.6316406250,0.0134296369,0.5941675760,0.0139601154,0.5621735775,0.0012481371,0.1604072770,0.0015342449,0.5292805633,0.0030077929,0.0725484531,0.0011388553,0.2913802988,0.0005120392,0.1296763173,0.0011764756,0.0745685799,0.0005412827,0.6034670496,0.0012999176,80,96
0.2000000000,test_time_retrieval_adaptation,4,0.6324218750,0.0130861247,0.5954375799,0.0140516874,0.5619959525,0.0013397706,0.1597751520,0.0015590920,0.5299935002,0.0030152188,0.0723299794,0.0011567828,0.2915813863,0.0005249209,0.1297216388,0.0012193861,0.0746384159,0.0005547845,0.6034853171,0.0013566680,80,96
0.2000000000,test_time_retrieval_adaptation,5,0.6255208333,0.0119518594,0.5880803921,0.0126328180,0.5618183275,0.0014137610,0.1600184645,0.0016183991,0.5296252717,0.0030939853,0.0725361800,0.0011105235,0.2918900258,0.0005054442,0.1297257660,0.0012169681,0.0745721839,0.0005190090,0.6034510583,0.0014100133,80,96
0.2000000000,test_time_retrieval_adaptation,6,0.6380208333,0.0117829043,0.6009947080,0.0129363173,0.5616407025,0.0014645574,0.1596364645,0.0016518101,0.5303294542,0.0031044255,0.0724244275,0.0011994269,0.2918520133,0.0004952592,0.1296824507,0.0011975043,0.0745709844,0.0005133678,0.6037544683,0.0014175719,80,96
0.2000000000,test_time_retrieval_adaptation,7,0.6243489583,0.0128785898,0.5866765833,0.0133410395,0.5607627275,0.0013404798,0.1598797770,0.0017215242,0.5294359633,0.0030339684,0.0726774656,0.0012212973,0.2919552946,0.0005098188,0.1296960326,0.0012581006,0.0745797899,0.0005069824,0.6030638816,0.0013819277,80,96
0.2000000000,test_time_retrieval_adaptation,8,0.6244791667,0.0125494668,0.5871739760,0.0131411286,0.5609352775,0.0013785907,0.1598729645,0.0017132905,0.5301270142,0.0030024917,0.0725895200,0.0011503399,0.2917152717,0.0005290485,0.1295697871,0.0012187956,0.0747346684,0.0005358316,0.6033727943,0.0013553902,80,96
0.2000000000,test_time_retrieval_adaptation,9,0.6311197917,0.0122019533,0.5939101173,0.0126779046,0.5612829150,0.0014148038,0.1599912145,0.0016475365,0.5302884255,0.0029455677,0.0724681788,0.0011888629,0.2916092154,0.0005397818,0.1297588530,0.0012136584,0.0748165104,0.0005877416,0.6031879603,0.0013235823,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,0,0.7488281250,0.0109321076,0.8369426196,0.0110326325,0.6740225925,0.0012830274,0.0833729762,0.0008920070,0.6396955468,0.0029929122,0.0499562896,0.0008171594,0.2203921662,0.0004952585,0.0913369441,0.0009079191,0.0518896621,0.0004704163,0.7688749788,0.0010527840,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,1,0.7347656250,0.0121328394,0.8223942084,0.0123996617,0.6740970550,0.0011918265,0.0835462262,0.0009294013,0.6388815081,0.0029898246,0.0501694171,0.0008837488,0.2206839912,0.0004722417,0.0912898930,0.0008628022,0.0521554591,0.0004696080,0.7691091908,0.0010495128,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,2,0.7386718750,0.0113302881,0.8267762105,0.0115521715,0.6745216925,0.0011571625,0.0830941637,0.0009914476,0.6389647928,0.0030213706,0.0498652602,0.0008239933,0.2206492163,0.0005063578,0.0912986011,0.0008686041,0.0521861386,0.0004872537,0.7692088356,0.0011206381,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,3,0.7375000000,0.0115619676,0.8255238577,0.0120317558,0.6744210675,0.0011082979,0.0836426012,0.0010110610,0.6393632350,0.0029829773,0.0499476571,0.0009261213,0.2205354600,0.0004974890,0.0909464588,0.0009284326,0.0522328261,0.0004627996,0.7692064293,0.0010671713,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,4,0.7424479167,0.0094847421,0.8303735639,0.0097639849,0.6746706175,0.0011184271,0.0836907887,0.0010018409,0.6392539234,0.0028775533,0.0498848802,0.0009126335,0.2205611392,0.0004822242,0.0913813449,0.0008899152,0.0521214346,0.0004977937,0.7692620521,0.0010602368,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,5,0.7494791667,0.0112174133,0.8371332258,0.0116513677,0.6743949050,0.0011870060,0.0834888512,0.0010261090,0.6382779287,0.0027859979,0.0499171696,0.0008559748,0.2206326892,0.0004937548,0.0915204256,0.0009037165,0.0520810786,0.0005051626,0.7691906113,0.0009752579,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,6,0.7338541667,0.0110575201,0.8212991433,0.0115075132,0.6741191925,0.0011482524,0.0835370387,0.0010453360,0.6385187921,0.0027882850,0.0500746302,0.0008719351,0.2208713517,0.0005012231,0.0916488585,0.0009117215,0.0520447246,0.0005226412,0.7696044131,0.0009524778,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,7,0.7398437500,0.0108532785,0.8276199311,0.0111059339,0.6741936550,0.0010608642,0.0835852262,0.0011072496,0.6384094806,0.0026042984,0.0496929533,0.0008698914,0.2205072600,0.0004861068,0.0915834945,0.0008883156,0.0518582956,0.0005294811,0.7690457288,0.0009803538,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,8,0.7415364583,0.0111536941,0.8293391647,0.0113192025,0.6740930300,0.0011765120,0.0832582262,0.0010566616,0.6384883881,0.0026233153,0.0498125821,0.0008751104,0.2205034746,0.0004449458,0.0917980092,0.0008856594,0.0517409011,0.0004862430,0.7692959488,0.0009765422,80,96
0.4000000000,action_conditioned_mechanism_retrieval_v5,9,0.7470052083,0.0115949712,0.8353615061,0.0118614744,0.6741674925,0.0011586480,0.0828061637,0.0009685940,0.6385716728,0.0027424054,0.0494803002,0.0008829513,0.2202217121,0.0004413000,0.0917066673,0.0008774091,0.0519216556,0.0004480972,0.7694676296,0.0009403965,80,96
0.4000000000,conformal_retrieval_filter,0,0.5824218750,0.0133308035,0.5181159547,0.0135422830,0.5280117425,0.0012025324,0.1908181747,0.0013224637,0.4992815149,0.0027094724,0.0820171035,0.0009190539,0.2648162038,0.0004960489,0.1458922806,0.0008885252,0.0857797478,0.0004518977,0.5760743489,0.0011335982,80,96
0.4000000000,conformal_retrieval_filter,1,0.5856770833,0.0127996391,0.5212508554,0.0135328745,0.5274559425,0.0011101998,0.1907913622,0.0013097633,0.4987196533,0.0027061813,0.0820095829,0.0009470918,0.2647455433,0.0005193230,0.1456716375,0.0009121523,0.0859223063,0.0004549833,0.5760100437,0.0010838877,80,96
0.4000000000,conformal_retrieval_filter,2,0.5805989583,0.0134859975,0.5162564981,0.0139116859,0.5274254050,0.0011543983,0.1903893622,0.0013570055,0.4990463608,0.0028659099,0.0821257991,0.0009296220,0.2649416246,0.0004781602,0.1458183168,0.0009594658,0.0858337493,0.0004241742,0.5763104207,0.0010708159,80,96
0.4000000000,conformal_retrieval_filter,3,0.5858072917,0.0113131026,0.5213573747,0.0117688096,0.5272197800,0.0010916095,0.1908627997,0.0013612290,0.4991673405,0.0029575943,0.0819680647,0.0007825568,0.2647685829,0.0005038236,0.1460080939,0.0009531699,0.0859092743,0.0004488436,0.5762441144,0.0010339524,80,96
0.4000000000,conformal_retrieval_filter,4,0.5815104167,0.0131794438,0.5168363187,0.0139027723,0.5271892425,0.0011929518,0.1909610497,0.0013895339,0.4991263643,0.0030283765,0.0821052360,0.0008691429,0.2648786892,0.0005584562,0.1461839027,0.0009544832,0.0856036088,0.0004909925,0.5759141764,0.0010479305,80,96
0.4000000000,conformal_retrieval_filter,5,0.5811197917,0.0119341527,0.5166573573,0.0122198082,0.5276839675,0.0012116410,0.1905590497,0.0014109292,0.4992779843,0.0030971238,0.0821370772,0.0008240712,0.2650091454,0.0005245627,0.1462336835,0.0009782097,0.0857401643,0.0005119856,0.5756562744,0.0010005019,80,96
0.4000000000,conformal_retrieval_filter,6,0.5881510417,0.0126543715,0.5237336617,0.0135423144,0.5273032550,0.0011452930,0.1907823622,0.0014295709,0.4992326308,0.0030956485,0.0820790966,0.0009257739,0.2646605079,0.0005703507,0.1460149989,0.0009710405,0.0857366498,0.0005325052,0.5759911687,0.0009907815,80,96
0.4000000000,conformal_retrieval_filter,7,0.5886718750,0.0149440728,0.5241583041,0.0157876631,0.5279730675,0.0011191808,0.1908806122,0.0014152538,0.4991916546,0.0029972046,0.0822045866,0.0009883691,0.2647031663,0.0005655315,0.1461908078,0.0009867579,0.0856560968,0.0005413710,0.5762175087,0.0009861977,80,96
0.4000000000,conformal_retrieval_filter,8,0.5833333333,0.0123112262,0.5190227481,0.0128815634,0.5281176175,0.0011095036,0.1907287372,0.0014086987,0.4991594327,0.0028786219,0.0821178866,0.0009368342,0.2647528183,0.0005237215,0.1458549534,0.0009816940,0.0853464293,0.0005491403,0.5758165352,0.0009336441,80,96
0.4000000000,conformal_retrieval_filter,9,0.5867187500,0.0119732243,0.5222427675,0.0125009342,0.5287874300,0.0011045886,0.1910771122,0.0013131246,0.4989346146,0.0029323355,0.0822843604,0.0009092252,0.2647553725,0.0004651028,0.1456451270,0.0009260528,0.0854949908,0.0005275860,0.5761279177,0.0009292444,80,96
0.4000000000,contrastive_mechanism_memory,0,0.6358072917,0.0119438204,0.6268618972,0.0121641888,0.5843074050,0.0011525799,0.1447663035,0.0012156968,0.5539446929,0.0027906291,0.0709452975,0.0008840264,0.2610768704,0.0004760649,0.1259863592,0.0008988421,0.0722289554,0.0005209484,0.6432704142,0.0009880902,80,96
0.4000000000,contrastive_mechanism_memory,1,0.6473958333,0.0115087930,0.6387158771,0.0118379419,0.5844659550,0.0010950085,0.1448745535,0.0012020805,0.5542675416,0.0028027782,0.0708782687,0.0009213370,0.2608205058,0.0004886516,0.1256638192,0.0007531347,0.0719294499,0.0004918401,0.6433632032,0.0009643143,80,96
0.4000000000,contrastive_mechanism_memory,2,0.6410156250,0.0122087081,0.6320505329,0.0126675376,0.5840992425,0.0011991957,0.1449828035,0.0011942584,0.5537149529,0.0029420843,0.0708345275,0.0009860908,0.2610408163,0.0004941664,0.1256571870,0.0008301876,0.0720051319,0.0004894639,0.6433139212,0.0009986601,80,96
0.4000000000,contrastive_mechanism_memory,3,0.6455729167,0.0106198408,0.6366096570,0.0110384966,0.5842577925,0.0011953250,0.1448409285,0.0011992520,0.5533462060,0.0031761931,0.0708765525,0.0009382942,0.2608828892,0.0004537663,0.1257360401,0.0008310425,0.0716265869,0.0005074979,0.6432216177,0.0009608009,80,96
0.4000000000,contrastive_mechanism_memory,4,0.6363281250,0.0125825011,0.6272329547,0.0126009469,0.5847665175,0.0012426657,0.1450742410,0.0012087166,0.5534895901,0.0030584807,0.0710432031,0.0009499633,0.2609932287,0.0004537732,0.1257225082,0.0007897667,0.0717793074,0.0004958268,0.6432348669,0.0010126711,80,96
