split,regime,task,seed,episodes,mismatch,success_rate,utility,mechanism_precision,incompatible_retrieval_rate,recovery_success,damage_rate,query_cost,regret,calibration_error,retrieval_coverage,ablation
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,8,96,0.4784000000,0.7083333333,0.7167497498,0.6006740000,0.1397934640,0.5741304288,0.0766905425,0.2230683333,0.1324843582,0.0788580954,0.6619543122,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,drawer_pull_with_stiction,9,96,0.4784000000,0.5937500000,0.5999283605,0.6015700000,0.1404284640,0.5749972038,0.0791724925,0.2250445000,0.1329973312,0.0792582554,0.6544918922,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,0,96,0.5000000000,0.7500000000,0.7561734372,0.5949040000,0.1410750000,0.5719403750,0.0732252500,0.2264390000,0.1372694482,0.0754742000,0.6586718200,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,1,96,0.5000000000,0.7187500000,0.7239966892,0.5957720000,0.1416900000,0.5727798500,0.0741938000,0.2272365000,0.1377660127,0.0758620400,0.6591963600,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,2,96,0.5000000000,0.6979166667,0.7023986912,0.5966400000,0.1423050000,0.5736193250,0.0749748500,0.2278881667,0.1382625771,0.0762498800,0.6597209000,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,3,96,0.5000000000,0.6770833333,0.6808006932,0.5975080000,0.1429200000,0.5744588000,0.0757559000,0.2285398333,0.1387591416,0.0766377200,0.6522414400,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,4,96,0.5000000000,0.7604166667,0.7649901952,0.5983760000,0.1435350000,0.5752982750,0.0746619500,0.2277331667,0.1392557060,0.0770255600,0.6527659800,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,5,96,0.5000000000,0.6458333333,0.6481834472,0.5992440000,0.1441500000,0.5761377500,0.0771305000,0.2296973333,0.1397522705,0.0774134000,0.6532905200,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,6,96,0.5000000000,0.6875000000,0.6900579492,0.6001120000,0.1447650000,0.5769772250,0.0767865500,0.2294740000,0.1402488350,0.0778012400,0.6538150600,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,7,96,0.5000000000,0.7291666667,0.7319324512,0.6009800000,0.1453800000,0.5778167000,0.0764426000,0.2292506667,0.1407453994,0.0781890800,0.6543396000,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,8,96,0.5000000000,0.7708333333,0.7779290131,0.6018480000,0.1459950000,0.5786561750,0.0760986500,0.2230243333,0.1332379639,0.0785769200,0.6548641400,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,drawer_pull_with_stiction,9,96,0.5000000000,0.6979166667,0.7014762851,0.5887090000,0.1466100000,0.5794956500,0.0778172000,0.2244051667,0.1337345283,0.0789647600,0.6542681200,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,0,96,0.5216000000,0.7083333333,0.7099885845,0.5966070000,0.1457365360,0.5735240212,0.0765495575,0.2275773333,0.1398587117,0.0788793846,0.6500043678,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,1,96,0.5216000000,0.7187500000,0.7201231762,0.5974820000,0.1463565360,0.5743703212,0.0767714575,0.2277945000,0.1403593783,0.0792703046,0.6505331678,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,2,96,0.5216000000,0.6979166667,0.6985215179,0.5983570000,0.1469765360,0.5752166212,0.0775558575,0.2284491667,0.1408600449,0.0796612246,0.6510619678,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,3,96,0.5216000000,0.6354166667,0.6346048596,0.5992320000,0.1475965360,0.5760629212,0.0790902575,0.2296871667,0.1413607115,0.0800521446,0.6515907678,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,4,96,0.5216000000,0.6770833333,0.6764757013,0.6001070000,0.1482165360,0.5769092212,0.0787496575,0.2294668333,0.1418613781,0.0804430646,0.6521195678,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,5,96,0.5216000000,0.7187500000,0.7163855630,0.5869750000,0.1488365360,0.5777555212,0.0784090575,0.2292465000,0.1423620447,0.0808339846,0.6515278078,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,6,96,0.5216000000,0.7604166667,0.7582564047,0.5878500000,0.1494565360,0.5786018212,0.0780684575,0.2290261667,0.1428627113,0.0812249046,0.6520566078,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,7,96,0.5216000000,0.7187500000,0.7175782863,0.5887250000,0.1500765360,0.5794481212,0.0792278575,0.2299725000,0.1353593779,0.0816158246,0.6525854078,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,8,96,0.5216000000,0.6458333333,0.6451238980,0.5896000000,0.1506965360,0.5802944212,0.0809497575,0.2253533333,0.1358600445,0.0760037446,0.6531142078,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,drawer_pull_with_stiction,9,96,0.5216000000,0.7187500000,0.7151636869,0.5904750000,0.1513165360,0.5671337212,0.0800466575,0.2246955000,0.1366128371,0.0763946646,0.6536430078,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,0,96,0.5540000000,0.6875000000,0.6760281684,0.5916610000,0.1574988400,0.5669335406,0.0830289188,0.2284540000,0.1448906441,0.0827719814,0.6510989496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,1,96,0.5540000000,0.6562500000,0.6489581596,0.5925710000,0.1481388400,0.5681641406,0.0833172188,0.2292695000,0.1449552933,0.0770152214,0.6522493496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,2,96,0.5540000000,0.6979166667,0.6908106998,0.5934810000,0.1487838400,0.5690445656,0.0829933688,0.2290641667,0.1454764706,0.0774215414,0.6527994496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,3,96,0.5540000000,0.6562500000,0.6480332399,0.5943910000,0.1494288400,0.5699249906,0.0841695188,0.2300255000,0.1459976480,0.0778278614,0.6533495496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,4,96,0.5540000000,0.6562500000,0.6496518200,0.5953010000,0.1500738400,0.5708054156,0.0845956688,0.2304035000,0.1385148253,0.0782341814,0.6458956496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,5,96,0.5540000000,0.7291666667,0.7232406102,0.5962110000,0.1507188400,0.5716858406,0.0837093188,0.2297606667,0.1390360027,0.0786405014,0.6464457496,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,6,96,0.5540000000,0.6354166667,0.6256084203,0.5831140000,0.1513638400,0.5725662656,0.0858229688,0.2314511667,0.1395571800,0.0790468214,0.6458752896,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,7,96,0.5540000000,0.7083333333,0.6991972105,0.5840240000,0.1520088400,0.5734466906,0.0849366188,0.2308083333,0.1400783574,0.0794531414,0.6464253896,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,8,96,0.5540000000,0.6354166667,0.6246835006,0.5849340000,0.1526538400,0.5743271156,0.0866752688,0.2322071667,0.1405995347,0.0798594614,0.6469754896,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,drawer_pull_with_stiction,9,96,0.5540000000,0.7083333333,0.7003133107,0.5858440000,0.1532988400,0.5752075406,0.0857889188,0.2255613333,0.1411207121,0.0802657814,0.6475255896,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,0,96,0.3420800000,0.7500000000,0.7738499998,0.6115912000,0.1259534368,0.5611684697,0.0640797406,0.2219864000,0.1210100722,0.0731081350,0.6712660898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,1,96,0.3420800000,0.7395833333,0.7628453930,0.6124312000,0.1265484368,0.5619806447,0.0646598906,0.2224802333,0.1214902281,0.0734836550,0.6717735898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,2,96,0.3420800000,0.6666666667,0.6919700862,0.6132712000,0.1271434368,0.5627928197,0.0603620406,0.2238490667,0.1219703839,0.0738591750,0.6722810898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,3,96,0.3420800000,0.6562500000,0.6809654794,0.6141112000,0.1277384368,0.5636049947,0.0609421906,0.2243429000,0.1224505398,0.0742346950,0.6727885898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,4,96,0.3420800000,0.6458333333,0.6699608727,0.6149512000,0.1283334368,0.5644171697,0.0615223406,0.2248367333,0.1229306956,0.0746102150,0.6732960898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,5,96,0.3420800000,0.6979166667,0.7224287659,0.6157912000,0.1289284368,0.5652293447,0.0609774906,0.2244555667,0.1234108515,0.0689827350,0.6738035898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,6,96,0.3420800000,0.6041666667,0.6267941591,0.6166312000,0.1295234368,0.5660415197,0.0630576406,0.2261160667,0.1238910073,0.0693582550,0.6743110898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,7,96,0.3420800000,0.6562500000,0.6777357696,0.6174712000,0.1301184368,0.5528466947,0.0625127906,0.2197319000,0.1246232892,0.0697337750,0.6748185898,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,8,96,0.3420800000,0.7500000000,0.7705576828,0.6043042000,0.1307134368,0.5536588697,0.0612179406,0.2187674000,0.1251034450,0.0701092950,0.6742055298,minus_counterfactual_rejection
combined_stress,source_matched,peg_insert_contact_search,9,96,0.3420800000,0.7083333333,0.7278168261,0.6051442000,0.1313084368,0.5544710447,0.0623605906,0.2196987333,0.1255836009,0.0704848150,0.6747130298,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,0,96,0.4068800000,0.6666666667,0.6754950615,0.6012492000,0.1390180448,0.5510766084,0.0671312631,0.2254180667,0.1293716331,0.0759619687,0.6675988533,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,1,96,0.4068800000,0.6875000000,0.6962157238,0.6021102000,0.1396280448,0.5519092584,0.0671589631,0.2254834000,0.1298640954,0.0763467287,0.6681191333,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,2,96,0.4068800000,0.6875000000,0.7009075871,0.6029712000,0.1302330448,0.5530920834,0.0668613131,0.2258404000,0.1299000295,0.0765714087,0.6692397133,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,3,96,0.4068800000,0.6458333333,0.6581557494,0.6038322000,0.1308430448,0.5539247334,0.0680140131,0.2267807333,0.1303924918,0.0769561687,0.6697599933,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,4,96,0.4068800000,0.7395833333,0.7529276617,0.6046932000,0.1314530448,0.5547573834,0.0667292131,0.2258252333,0.1308849541,0.0713379287,0.6702802733,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,5,96,0.4068800000,0.6666666667,0.6784395740,0.6055542000,0.1320630448,0.5555900334,0.0684444131,0.2272030667,0.1313774164,0.0717226887,0.6627965533,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,6,96,0.4068800000,0.6562500000,0.6694650064,0.6064152000,0.1326730448,0.5564226834,0.0690346131,0.2217029000,0.1318698787,0.0721074487,0.6633168333,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,7,96,0.4068800000,0.6666666667,0.6796069187,0.6072762000,0.1332830448,0.5572553334,0.0692498131,0.2219140667,0.1323623410,0.0724922087,0.6638371133,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,8,96,0.4068800000,0.6145833333,0.6283573710,0.6081372000,0.1338930448,0.5580879834,0.0705900131,0.2230002333,0.1248508033,0.0728769687,0.6643573933,minus_counterfactual_rejection
combined_stress,friction_mismatch,peg_insert_contact_search,9,96,0.4068800000,0.6354166667,0.6490780333,0.6089982000,0.1345030448,0.5589206334,0.0706177131,0.2230655667,0.1253432656,0.0732617287,0.6648776733,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,0,96,0.4356800000,0.7395833333,0.7468567699,0.6001882000,0.1413500928,0.5613343868,0.0704290065,0.2248352333,0.1337599352,0.0756020815,0.6632540504,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,1,96,0.4356800000,0.7500000000,0.7534130779,0.6010842000,0.1419850928,0.5481941618,0.0706609565,0.2250614000,0.1345250343,0.0760022415,0.6637956304,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,2,96,0.4356800000,0.6770833333,0.6789066886,0.6019802000,0.1426200928,0.5490609368,0.0723929065,0.2264542333,0.1350380073,0.0764024015,0.6643372104,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,3,96,0.4356800000,0.7083333333,0.7101877994,0.6028762000,0.1432550928,0.5499277118,0.0722498565,0.2263887333,0.1355509804,0.0768025615,0.6648787904,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,4,96,0.4356800000,0.7395833333,0.7486786512,0.6037722000,0.1338850928,0.5511446618,0.0714064565,0.2263232333,0.1276034253,0.0770426415,0.6660206704,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,5,96,0.4356800000,0.6770833333,0.6847510120,0.6046682000,0.1345200928,0.5520114368,0.0729509065,0.2275702333,0.1281163983,0.0774428015,0.6665622504,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,6,96,0.4356800000,0.7083333333,0.7160321227,0.6055642000,0.1351550928,0.5528782118,0.0728078565,0.2275047333,0.1286293714,0.0778429615,0.6671038304,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,7,96,0.4356800000,0.7291666667,0.7387755035,0.6064602000,0.1357900928,0.5537449868,0.0728523065,0.2215820667,0.1291423444,0.0782431215,0.6596414104,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,8,96,0.4356800000,0.7500000000,0.7594778642,0.6073562000,0.1364250928,0.5546117618,0.0728967565,0.2216624000,0.1296553175,0.0726402815,0.6601829904,minus_counterfactual_rejection
combined_stress,support_topology_shift,peg_insert_contact_search,9,96,0.4356800000,0.7083333333,0.7167077250,0.6082522000,0.1370600928,0.5554785368,0.0740662065,0.2226177333,0.1301682905,0.0730404415,0.6607245704,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,0,96,0.4536800000,0.5937500000,0.5928899133,0.5957222000,0.1439563728,0.5482321670,0.0728454461,0.2288479000,0.1347050578,0.0765167820,0.6620443936,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,1,96,0.4536800000,0.6562500000,0.6559292359,0.5965762000,0.1445613728,0.5490579920,0.0721197961,0.2283269000,0.1351934179,0.0768984620,0.6625604136,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,2,96,0.4536800000,0.7604166667,0.7664122596,0.5974302000,0.1351613728,0.5502339920,0.0699437961,0.2272225667,0.1352252499,0.0771200620,0.6636767336,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,3,96,0.4536800000,0.5729166667,0.5776026022,0.5982842000,0.1357663728,0.5510598170,0.0737181461,0.2241985667,0.1357136101,0.0775017420,0.6641927536,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,4,96,0.4536800000,0.6666666667,0.6723781748,0.5991382000,0.1363713728,0.5518856420,0.0724299961,0.2232400667,0.1362019702,0.0778834220,0.6647087736,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,5,96,0.4536800000,0.7395833333,0.7459962474,0.5999922000,0.1369763728,0.5527114670,0.0715168461,0.2225732333,0.1366903304,0.0782651020,0.6572207936,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,6,96,0.4536800000,0.7187500000,0.7264866100,0.6008462000,0.1375813728,0.5535372920,0.0722911961,0.2232189000,0.1291746905,0.0786467820,0.6577368136,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,7,96,0.4536800000,0.6770833333,0.6837384326,0.6017002000,0.1381863728,0.5543631170,0.0734405461,0.2241562333,0.1296630507,0.0790284620,0.6582528336,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,8,96,0.4536800000,0.6770833333,0.6833052553,0.6025542000,0.1387913728,0.5551889420,0.0738398961,0.2245102333,0.1301514108,0.0734071420,0.6587688536,minus_counterfactual_rejection
combined_stress,compliance_shift,peg_insert_contact_search,9,96,0.4536800000,0.6562500000,0.6617145779,0.6034082000,0.1393963728,0.5560147670,0.0746142461,0.2251559000,0.1306397710,0.0737888220,0.6592848736,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,0,96,0.4752800000,0.6458333333,0.6485984398,0.6038572000,0.1420929088,0.5536561882,0.0738335036,0.2259017333,0.1351555695,0.0796825665,0.6563470015,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,1,96,0.4752800000,0.7083333333,0.7096548206,0.5907462000,0.1427279088,0.5545229632,0.0731279536,0.2253987333,0.1356685426,0.0740797265,0.6557680215,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,2,96,0.4752800000,0.6562500000,0.6563059314,0.5916422000,0.1433629088,0.5553897382,0.0744849036,0.2264999000,0.1361815156,0.0744798865,0.6563096015,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,3,96,0.4752800000,0.6979166667,0.6981657921,0.5925382000,0.1439979088,0.5562565132,0.0741543536,0.2262885667,0.1366944887,0.0748800465,0.6568511815,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,4,96,0.4752800000,0.7083333333,0.7082894029,0.5934342000,0.1446329088,0.5571232882,0.0743863036,0.2265147333,0.1372074617,0.0752802065,0.6573927615,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,5,96,0.4752800000,0.6666666667,0.6655192636,0.5943302000,0.1452679088,0.5579900632,0.0755557536,0.2274700667,0.1377204348,0.0756803665,0.6579343415,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,6,96,0.4752800000,0.6770833333,0.6756428744,0.5952262000,0.1459029088,0.5588568382,0.0757877036,0.2276962333,0.1382334078,0.0760805265,0.6584759215,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,7,96,0.4752800000,0.6666666667,0.6610416824,0.5961222000,0.1465379088,0.5457166132,0.0763946536,0.2282140667,0.1389985069,0.0764806865,0.6590175015,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,8,96,0.4752800000,0.5833333333,0.5759565431,0.5970182000,0.1471729088,0.5465833882,0.0783141036,0.2297527333,0.1395114799,0.0768808465,0.6595590815,minus_counterfactual_rejection
combined_stress,occluded_contact_shift,peg_insert_contact_search,9,96,0.4752800000,0.7500000000,0.7468424439,0.5979142000,0.1478079088,0.5474501632,0.0757335536,0.2277914000,0.1320204530,0.0772810065,0.6601006615,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,0,96,0.4968800000,0.6354166667,0.6292611314,0.5928162000,0.1495744448,0.5459221344,0.0754117111,0.2276465667,0.1372114516,0.0801898711,0.6572308293,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,1,96,0.4968800000,0.5937500000,0.5865056333,0.5936842000,0.1501894448,0.5467616094,0.0765677611,0.2285899000,0.1377080160,0.0805777111,0.6577553693,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,2,96,0.4968800000,0.6666666667,0.6652450864,0.5945522000,0.1407994448,0.5479512594,0.0749609611,0.2279290667,0.1377480523,0.0748024711,0.6588802093,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,3,96,0.4968800000,0.6979166667,0.6965408384,0.5954202000,0.1414144448,0.5487907344,0.0748045111,0.2278515667,0.1382446168,0.0751903111,0.6594047493,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,4,96,0.4968800000,0.7187500000,0.7172578404,0.5962882000,0.1420294448,0.5496302094,0.0748355611,0.2279199000,0.1387411812,0.0755781511,0.6599292893,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,5,96,0.4968800000,0.6250000000,0.6216085924,0.5971562000,0.1426444448,0.5504696844,0.0769291111,0.2295924000,0.1392377457,0.0759659911,0.6524498293,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,6,96,0.4968800000,0.6354166667,0.6317468444,0.5980242000,0.1432594448,0.5513091594,0.0771476611,0.2298065667,0.1397343101,0.0763538311,0.6529743693,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,7,96,0.4968800000,0.6979166667,0.6947788464,0.5988922000,0.1438744448,0.5521486344,0.0764287111,0.2292915667,0.1402308746,0.0767416711,0.6534989093,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,8,96,0.4968800000,0.7083333333,0.7049170984,0.5997602000,0.1444894448,0.5529881094,0.0766472611,0.2295057333,0.1407274390,0.0771295111,0.6540234493,minus_counterfactual_rejection
combined_stress,actuator_lag_shift,peg_insert_contact_search,9,96,0.4968800000,0.6875000000,0.6853601204,0.6006282000,0.1451044448,0.5538275844,0.0774283111,0.2241544000,0.1412240035,0.0775173511,0.6545479893,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,0,96,0.5184800000,0.6666666667,0.6624612071,0.5941272000,0.1439509808,0.5474737557,0.0765355687,0.2275960667,0.1391144665,0.0772594957,0.6569291172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,1,96,0.5184800000,0.6562500000,0.6514382987,0.5950022000,0.1445709808,0.5483200557,0.0771324687,0.2281049000,0.1396151331,0.0776504157,0.6574579172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,2,96,0.5184800000,0.6562500000,0.6509941404,0.5958772000,0.1451909808,0.5491663557,0.0775418687,0.2284679000,0.1401157997,0.0780413357,0.6499827172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,3,96,0.5184800000,0.7812500000,0.7774949821,0.5967522000,0.1458109808,0.5500126557,0.0757012687,0.2270809000,0.1406164663,0.0784322557,0.6505115172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,4,96,0.5184800000,0.6979166667,0.6924208238,0.5976272000,0.1464309808,0.5508589557,0.0776106687,0.2286105667,0.1411171329,0.0788231757,0.6510403172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,5,96,0.5184800000,0.6979166667,0.6919766655,0.5985022000,0.1470509808,0.5517052557,0.0780200687,0.2289735667,0.1416177995,0.0792140957,0.6515691172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,6,96,0.5184800000,0.6666666667,0.6597962572,0.5993772000,0.1476709808,0.5525515557,0.0789919687,0.2297740667,0.1421184661,0.0796050157,0.6520979172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,7,96,0.5184800000,0.5937500000,0.5853008489,0.6002522000,0.1482909808,0.5533978557,0.0807138687,0.2311579000,0.1426191327,0.0799959357,0.6526267172,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,8,96,0.5184800000,0.7291666667,0.7204194605,0.5871202000,0.1489109808,0.5542441557,0.0786857687,0.2296250667,0.1431197993,0.0803868557,0.6520349572,minus_counterfactual_rejection
combined_stress,tool_geometry_shift,peg_insert_contact_search,9,96,0.5184800000,0.7291666667,0.7240973622,0.5879952000,0.1495309808,0.5550904557,0.0790951687,0.2239850667,0.1356164659,0.0807777757,0.6525637572,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,0,96,0.5508800000,0.6145833333,0.6013567302,0.5872212000,0.1543132848,0.5529792750,0.0826394299,0.2280702333,0.1427456709,0.0802896926,0.6488268989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,1,96,0.5508800000,0.6145833333,0.6008942704,0.5881312000,0.1549582848,0.5538597000,0.0830655799,0.2284482333,0.1432668482,0.0806960126,0.6493769989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,2,96,0.5508800000,0.6458333333,0.6321680605,0.5890412000,0.1556032848,0.5547401250,0.0829292299,0.2283887333,0.1437880256,0.0811023326,0.6499270989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,3,96,0.5508800000,0.6770833333,0.6598745479,0.5899512000,0.1562482848,0.5416135500,0.0827928799,0.2283292333,0.1445613289,0.0815086526,0.6504771989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,4,96,0.5508800000,0.7604166667,0.7440420880,0.5908612000,0.1568932848,0.5424939750,0.0817190299,0.2275405667,0.1450825063,0.0819149726,0.6510272989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,5,96,0.5508800000,0.6875000000,0.6695283781,0.5917712000,0.1575382848,0.5433744000,0.0834576799,0.2289394000,0.1456036836,0.0823212926,0.6515773989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,6,96,0.5508800000,0.7604166667,0.7482458694,0.5926812000,0.1481782848,0.5446050000,0.0818709799,0.2282965667,0.1456683328,0.0825675326,0.6527277989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,7,96,0.5508800000,0.7500000000,0.7372046595,0.5935912000,0.1488232848,0.5454854250,0.0824846299,0.2288204000,0.1461895102,0.0769708526,0.6532778989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,8,96,0.5508800000,0.7291666667,0.7176657396,0.5945012000,0.1494682848,0.5463658500,0.0832857799,0.2294900667,0.1387066875,0.0773771726,0.6538279989,minus_counterfactual_rejection
combined_stress,compound_mechanism_shift,peg_insert_contact_search,9,96,0.5508800000,0.5833333333,0.5691007798,0.5954112000,0.1501132848,0.5472462750,0.0863369299,0.2319097333,0.1392278649,0.0777834926,0.6463740989,minus_counterfactual_rejection
combined_stress,source_matched,cable_route_around_hook,0,96,0.3545600000,0.7500000000,0.7805888884,0.6071674000,0.1250256576,0.5923539820,0.0643387960,0.2233178000,0.1219621829,0.0707015705,0.6684638525,minus_counterfactual_rejection
combined_stress,source_matched,cable_route_around_hook,1,96,0.3545600000,0.6562500000,0.6885634022,0.6079934000,0.1256106576,0.5931525070,0.0604092460,0.2249723000,0.1224341345,0.0710709305,0.6689628325,minus_counterfactual_rejection
combined_stress,source_matched,cable_route_around_hook,2,96,0.3545600000,0.6875000000,0.7198811161,0.6088194000,0.1261956576,0.5939510320,0.0602326960,0.2248768000,0.1229060860,0.0714402905,0.6694618125,minus_counterfactual_rejection
